gene,rank,final_score,tsi_norm,pocket_norm,ldt_norm,ldt_score,n_pockets,n_nucleophiles,top_res_type,uniprot_id,tumor_median_log2,tumor_positive_rate,depmap_score,depmap_label,mean_plddt,plddt_below_70,plddt_below_50,enhanced_score,enhanced_rank,composite_primary,rank_primary,pu_score_v2,pu_score_v2_rank,maxITSI,best_cancer_ind,FC_best,P_tumor_best,pu_score_v3,pu_score_fused,pu_rank_fused,known_target,pu_score_v6,pu_rank_v6,bag_sd_v6,label,pu_score_v2b,pu_score_v4,pu_score_v5,pu_score_v5w,pu_score_v5w_fused,pu_rank_v5,bag_sd_v5,hpa_tumor_level_max,n_cancers_med_high,n_glyco_EC,geo_max_itsi,n_geo_itsi_pos,geo_max_fc,best_cancer,best_log2tpm,n_cancers_positive,enhanced_score_v2,rank_v2,eas,ntrs,risk_level,ctgov_n_trials,ctgov_max_phase,p2rank_top_score,p2rank_top_prob,p2rank_n_pockets,p2rank_filt_top_prob,p2rank_filt_n_pockets,purity_corr_max,high_purity_fc_shift,maxitsi_purityadj,expr_cv_median,tier,cohort,subsystem,failure_note
P2RX4,915,0.2208084737662129,0.3361344534990467,0.0144425114660762,0.273406463089238,0.004611,19,4,LYS,Q99571,4.496,1.0,-0.1465464517866443,Non-essential,89.3,6.2,0.5,0.2984093023634949,645,0.2841314279367987,678,0.312246823169528,1655,0.7161,Sarcoma,4.051,1.0,0.2579250227631016,0.3236245954692557,1673,0,0.4939324049490324,811,0.2713672619242198,0,0.4866741519741472,0.4927755536947339,0.5872378956837967,0.6655552379247095,1732.5,594,0.2228609366211257,3.0,20.0,6,1.8,1.0,1.8,,,,0.3504034082858245,602,0.5,,,,,2.7,0.08,0.0,,,0.1134,0.191,0.6992,0.53,,,solid,
LRRTM3,447,0.258252775144254,0.1932773107619518,0.123922188834414,0.4792173139638304,0.008082,20,20,LYS,Q86VH5,-9.966,0.089,0.0351122530727761,Non-essential,73.7,35.1,30.1,0.2983319344662442,646,0.2895280439079649,603,0.3686447808545538,1418,0.5925,Low Grade Glioma,1.699,0.986,0.5116790272730826,0.5501618122977346,1113,0,0.200259197910634,1650,0.1401395769914222,0,0.3317038159900225,0.5221856411969351,0.4738123927296619,0.5730514390320335,1244.5,957,0.2684347044015036,,0.0,2,-0.0245,0.0,-0.147,,,,0.3488472282501368,633,0.5,,,,,14.67,0.73,1.0,,,0.2749,3.459,0.632,0.8601,,,solid,
EPHA4,778,0.2339835846770426,0.2100840334369042,0.0347872845168432,0.4650459531574265,0.007843,31,5,LYS,P54764,1.84,0.828,0.0731153623945297,Non-essential,83.5,15.2,10.0,0.2982877211214839,647,0.285027085347326,663,0.2202146359425913,1931,0.6434,Pancreatic,3.687,0.972,0.1637188735238183,0.2168284789644012,1937,0,0.2027678130455531,1642,0.101901887993534,0,0.3047269547288784,0.1883515654860062,0.2479688544277318,0.3202135133757274,833.0,1674,0.1568792008480347,3.0,9.0,4,2.259,2.0,2.259,,,,0.3522876558940799,577,0.5,,,,,10.53,0.566,1.0,,,0.2202,0.368,0.6238,1.3211,,,solid,
ALCAM,822,0.2299055883350326,0.3697478988489514,0.0022014866360904,0.2711532760154165,0.004573,13,4,LYS,Q13740,4.698,0.985,-0.0402522486837014,Non-essential,85.9,14.6,11.1,0.2981504552600097,648,0.2832605295918142,691,0.4966261462906376,835,0.9641,Sarcoma,5.542,0.984,0.4459225029734283,0.6322815533980582,910,0,0.6578846230784382,412,0.1976505824711035,0,0.6579268125896236,0.4942474803669954,0.5733885972656118,0.5984100416500083,1921.0,639,0.2351688639407541,3.0,19.0,9,2.1188,1.0,2.119,,,,0.3475079272425392,656,0.5,,,,,2.27,0.056,0.0,,,0.1723,0.576,0.9908,0.9941,,,solid,
EFNA2,574,0.2482597041479037,0.5714285709483794,0.0061553060256207,0.0594722798695523,0.001003,8,1,TYR,O43921,-3.047,0.265,-0.0852669201910085,Non-essential,79.9,33.3,15.0,0.298106896305726,649,0.283414661607007,688,0.8588457431986134,28,3.4165,Stomach,12.575,0.815,0.6351109902581269,0.9223300970873788,193,0,0.5587685347608493,652,0.275521850936873,0,0.8691448516762823,0.8044770826919837,0.817760490382419,0.8657848441347755,2426.0,72,0.1681821316001913,,0.0,3,7.9283,1.0,11.326,,,,0.3376826599161294,825,0.5,,,,,1.15,0.009,0.0,,,0.3555,0.562,3.6513,1.478,,,solid,
MUSK,537,0.2509789085457882,0.252100840124285,0.0572955875375612,0.443166320782686,0.007474,39,15,LYS,O15146,-5.574,0.015,0.0408937951552393,Non-essential,76.5,30.3,16.2,0.2980507711235616,650,0.2859155505004396,655,0.1977805666630911,1986,0.018,DLBCL,3.161,0.021,0.1560629597554063,0.2042880258899676,1968,0,0.0453775084615076,2073,0.0381278751685076,0,0.1602259062612692,0.0994747705193054,0.0856766099099914,0.0954897843334883,462.0,1996,0.1233355606928579,,0.0,2,-0.0004,0.0,-0.008,,,,0.3478175916951207,651,0.5,,,,,9.37,0.503,1.0,,,0.0513,0.403,0.0017,,,,solid,
LEPR,360,0.2669168873451488,0.1848739494244757,0.1214929622014866,0.5217313963830418,0.008799,31,20,LYS,P48357,1.171,0.794,-0.0784623422723861,Non-essential,66.0,42.5,32.8,0.2980119719446986,651,0.2890866200547729,615,0.3574378566679633,1468,0.3769,Pancreatic,2.274,0.938,0.3406191027058895,0.4227346278317152,1428,0,0.2875476078928496,1401,0.2173388822471022,0,0.2518360640049395,0.2393553011346003,0.2733264184753852,0.326929558164355,777.5,1593,0.1562923901069639,1.0,0.0,18,1.1211,2.0,1.121,,,,0.3473633590730246,660,0.5,,,,,9.01,0.483,0.0,,,0.1537,0.214,0.2569,1.6715,,,solid,
FASLG,551,0.2500156765490641,0.3361344534990467,0.0248742685434129,0.3603320486214052,0.006077,4,5,LYS,P48023,-1.685,0.209,0.0272655583306378,Non-essential,80.2,31.0,13.9,0.2979486380158709,652,0.2841923514430415,677,0.4647844239417628,978,0.7776,Testicular,5.032,0.578,0.4521519848062432,0.602346278317152,984,0,0.4324562873156185,972,0.2134708132897086,0,0.4786054894551392,0.5182651217346331,0.5824667103186932,0.6444677528466443,1679.0,612,0.2314760667700157,2.0,7.0,3,0.0,0.0,0.125,,,,0.3450748768077253,699,0.5,,,,,2.64,0.077,0.0,,,-0.0321,0.115,0.5569,1.3985,,,solid,
CHRM2,390,0.2637192950695049,0.2352941174493327,0.0507227581844061,0.5146160687815,0.008679,16,10,LYS,P08172,-9.966,0.034,0.0589977220381065,Non-essential,72.1,40.8,32.0,0.297887647848743,653,0.2854237857579633,661,0.2087587617938367,1959,0.1142,Sarcoma,3.459,0.119,0.1655837595633564,0.2127831715210356,1947,0,0.115227315200511,1872,0.1128676965388018,0,0.1710943042270266,0.1272069364088305,0.1422859616662957,0.151491398779211,514.0,1905,0.1855397795105917,3.0,20.0,4,0.0139,0.0,0.52,,,,0.3460912947555143,683,0.5,,,,,43.83,0.971,1.0,,,0.3402,1.898,0.2948,,,,solid,
KITLG,376,0.2648585835833603,0.302521008149142,0.0120828720544045,0.4674177290246071,0.007883,11,8,LYS,P21583,2.77,0.895,0.0992175488890934,Non-essential,71.9,42.9,18.7,0.2978575031219526,654,0.2834616467246728,687,0.2878898925024602,1738,0.5071,Pancreatic,2.859,0.972,0.2510242539689453,0.2969255663430421,1739,0,0.1825806289395966,1702,0.0993932830540013,0,0.3044507742716753,0.3029663878977084,0.3310131816597086,0.3484067587248025,872.5,1419,0.1750267078299362,2.0,2.0,4,0.2261,0.0,0.226,,,,0.3436303722530878,722,0.5,,,,,1.59,0.025,0.0,,,-0.0534,0.003,0.4756,1.2742,,,solid,
OR5AC1,721,0.2380593009813767,0.2605042014617612,0.047970899889293,0.3982211680996145,0.006716,11,12,LYS,P0C628,-9.966,0.0,,No data,90.7,4.9,1.3,0.2978244875088432,655,0.3002230325033079,452,0.026659571804377,2453,0.0,AML,0.0,0.0,0.0225130109027238,0.0064724919093851,2457,0,0.0178836095080619,2428,0.0101601328036241,0,0.0437806309672813,0.027322966218329,0.0229260272643541,0.0291097525008674,46.0,2468,0.0106256544744995,,,0,0.0,0.0,0.0,,,,0.3494644639632218,623,0.5,,,,,28.49,0.925,1.0,,,0.0805,0.0,0.0,,,,solid,
DPEP2,607,0.2453074413256609,0.2689075627992374,0.0105266487426854,0.4486214052772012,0.007566,15,5,LYS,Q9H4A9,0.679,0.681,-0.0796061222986866,Non-essential,82.7,26.1,22.0,0.2978046604847048,656,0.283330992921839,689,0.3521861464159442,1501,0.5699,Pancreatic,3.544,0.91,0.4750894686694719,0.5016181229773462,1233,0,0.5281197092944356,718,0.2020615494373226,0,0.4584264866793037,0.5457891942803077,0.5251286584946326,0.6164644180829363,1583.5,797,0.2015632712250006,3.0,16.0,3,-0.4872,0.0,-0.487,,,,0.3479565015037866,646,0.5,,,,,8.08,0.43,0.0,,,0.2045,0.088,0.4117,1.3796,,,solid,
TREM2,505,0.2531098505188093,0.6302521003107125,0.0008730033212082,0.0024903646605395,4.2e-05,3,3,LYS,Q9NZC2,3.69,0.959,0.0171853504512923,Non-essential,76.8,38.7,21.7,0.2977290771041863,657,0.2827727272702467,698,0.6354478111876005,383,1.411,Sarcoma,8.079,0.94,0.410206621302879,0.709546925566343,719,0,0.4983739169139516,799,0.2558804123782058,0,0.7089626931262525,0.5716041250928392,0.5749845660548358,0.6395898469372739,2030.5,632,0.2309007657463977,3.0,14.0,2,2.1623,1.0,3.089,,,,0.3345356986740276,879,0.5,,,,,1.62,0.026,0.0,,,-0.0384,0.004,1.2424,1.1006,,,solid,
KLRC2,404,0.2624496326264599,0.2773109241367135,0.0050545627075755,0.5000296471983396,0.008433,3,2,LYS,P26717,-2.114,0.182,-0.0025677030240661,Non-essential,73.5,40.7,32.0,0.2976298759243285,658,0.2828826040597073,697,0.3817201087633047,1366,0.8232,Low Grade Glioma,4.474,0.901,0.3177193716265484,0.43042071197411,1409,0,0.5308755978341271,713,0.2152583776228991,0,0.3909325297756233,0.4354756178420346,0.4927958219194203,0.5678742253527164,1361.5,903,0.2173889814963827,,0.0,3,0.0615,0.0,0.092,,,,0.3446445730153614,704,0.5,,,,,1.52,0.022,0.0,,,0.2558,0.713,0.9209,1.8602,,,solid,
SV2B,742,0.236368775442606,0.2268907561118565,0.1766882808793294,0.3086866291135487,0.005206,29,25,LYS,Q7L1I2,-2.315,0.189,0.1200187939506446,Non-essential,82.0,18.2,8.1,0.2975554921373693,659,0.2913899061813357,575,0.4790026138411605,911,0.5647,Pheochromocytoma,3.627,0.824,0.5478131727680312,0.6889158576051779,770,0,0.6324047007931696,458,0.21237564683154,0,0.4963644064927688,0.5582648413756774,0.6021717572531339,0.6972131575245656,1811.5,558,0.1990141024391492,3.0,6.0,3,2.5911,1.0,3.146,,,,0.3505976710265397,600,0.5,,,,,53.07,0.983,1.0,,,0.1725,0.575,0.5394,2.9146,,,solid,
OR4E2,909,0.2211182624273123,0.2605042014617612,0.0092297959829195,0.3804921434924399,0.006417,11,4,LYS,Q8NGC2,-9.966,0.0,-0.0388709808298311,Non-essential,88.6,6.1,1.3,0.2975069553804563,660,0.2829684451796023,696,0.0372151331719117,2390,0.0,AML,0.0,0.0,0.0224732733684703,0.0169902912621359,2431,0,0.0191987961456845,2385,0.0104167067897512,0,0.0550612456061965,0.0293114363898161,0.0270824059886912,0.0302886089302895,95.0,2415,0.0119953645866444,,0.0,1,0.0121,0.0,0.069,,,,0.3519704382605122,583,0.5,,,,,6.26,0.314,0.0,,,0.1113,0.0,0.0,,,,solid,
PTGER3,486,0.2543084171141897,0.2184873947743803,0.1122631662185671,0.4441150311295582,0.00749,14,16,LYS,P43115,-0.394,0.441,-0.1757298603671763,Non-essential,76.1,33.1,19.2,0.2974651375080644,661,0.2880782958189928,627,0.6020582896673156,470,0.5376,Sarcoma,4.264,0.69,0.8389489651572783,0.906148867313916,233,0,0.7169253712671405,276,0.239185402812403,0,0.5288940931867555,0.8205047660532458,0.7582210683217612,0.8371564342711885,2037.5,160,0.1944161063119325,3.0,13.0,2,-0.0466,0.0,-0.28,,,,0.3477974881632202,652,0.5,,,,,21.96,0.876,2.0,,,0.125,0.724,0.6143,1.802,,,solid,
CD1B,882,0.2232646305785565,0.4117647055363322,0.0920828720544045,0.1031129558256744,0.001739,7,9,LYS,P29016,-3.308,0.098,0.0565954414280843,Non-essential,90.8,10.5,6.3,0.297416603907736,662,0.2870207475104562,641,0.8299409663908479,45,6.5033,Thymoma,13.16,0.856,0.5766428786084092,0.8883495145631068,277,0,0.5844866004895279,578,0.2803704495396916,0,0.7946374286127064,0.6193810441710681,0.6404686153225138,0.6515869266322,2128.5,444,0.2794770471197134,3.0,19.0,4,0.0,0.0,0.0,,,,0.3464803419600989,679,0.5,,,,,74.62,0.992,1.0,,,-0.0279,0.0,5.0786,0.9514,,,solid,
SLC13A4,659,0.2420731776348927,0.2436974787868088,0.1681353787758975,0.3138452416246664,0.005293,28,10,LYS,Q9UKG4,-1.831,0.127,0.013515295234153,Non-essential,77.3,23.5,18.1,0.2972892726755241,663,0.2906960416143189,588,0.5162175373492225,758,0.4299,AML,2.862,0.85,0.55776749558942,0.727346278317152,675,0,0.532931277613589,709,0.2112478020834647,0,0.5017684630416981,0.5391625010296269,0.465764896496705,0.5354431941181591,1560.0,974,0.2269846017305229,2.0,1.0,0,0.1585,0.0,0.19,,,,0.348820493776815,634,0.5,,,,,15.36,0.752,2.0,,,0.2751,0.303,0.4715,3.4969,,,solid,
CALCRL,658,0.2421433884579436,0.3109243694866181,0.0331361695397754,0.3594426326712125,0.006062,17,11,LYS,Q16602,2.576,0.924,0.0876917063468453,Non-essential,78.7,24.7,11.9,0.2972682298730633,664,0.2839250383500521,681,0.5110712064070183,783,0.7798,Low Grade Glioma,4.342,1.0,0.5867055521182353,0.7402912621359223,643,0,0.508592392984222,768,0.1981591228510668,0,0.4962223838642062,0.3298617797490934,0.3639204649469093,0.423974361089095,1387.5,1318,0.1817089544708767,3.0,19.0,3,1.6325,1.0,1.633,,,,0.3465468528138521,677,0.5,,,,,17.95,0.811,2.0,,,0.1001,0.098,0.7798,1.1307,,,solid,
GPR137B,396,0.2631401230922515,0.3193277308240944,0.0484580104380831,0.4029054254372961,0.006795,16,13,LYS,O60478,3.95,0.992,0.0010045306603939,Non-essential,68.9,42.6,30.6,0.2970055647572778,665,0.284428465279182,673,0.4157099118700889,1199,0.7597,Sarcoma,4.298,1.0,0.409754764174652,0.5258899676375405,1173,0,0.2362656254243614,1550,0.1828781027452962,0,0.360983390798294,0.2163772218710662,0.2455479163083075,0.3009933825679933,913.0,1681,0.177812335299013,3.0,20.0,3,2.2705,2.0,2.271,,,,0.3425046198810995,747,0.5,,,,,12.35,0.647,2.0,,,0.0934,0.346,0.6935,0.7399,,,solid,
P2RY12,741,0.236513453158398,0.252100840124285,0.050109125415151,0.4021345982804624,0.006782,17,18,LYS,Q9H244,-1.685,0.244,-0.0685250192074808,Non-essential,84.5,19.3,11.1,0.2969962249674031,666,0.2845016812381606,672,0.2672197357104313,1801,0.6972,Low Grade Glioma,3.514,0.992,0.4061638662012211,0.4000809061488672,1484,0,0.7625396388353585,184,0.1528538101572062,0,0.4359019346238979,0.6251314639097328,0.5295603605004996,0.7010176790449716,1678.5,784,0.1753822673423646,0.0,0.0,2,0.0007,0.0,0.013,,,,0.349173954770194,627,0.5,,,,,38.1,0.959,1.0,,,-0.1279,-0.053,0.6406,3.1261,,,solid,
FLT3,577,0.2480216707025344,0.252100840124285,0.0956444725604934,0.3949599762822413,0.006661,47,10,LYS,P36888,-2.548,0.109,-0.1437312864839735,Non-essential,75.9,28.9,15.6,0.2969864062541834,667,0.2867686298822081,649,0.7365377344612546,162,2.5254,AML,12.112,1.0,0.7528161600357254,0.9470064724919094,132,0,0.7905859854075772,128,0.1711343677920667,0,0.7401645803189508,0.7782261203277551,0.7824650896055502,0.8585367963330025,2353.5,114,0.1542977689714808,,0.0,10,-0.0,0.0,-0.538,,,,0.3472460997996182,662,0.5,,,,,8.52,0.455,0.0,,,0.2613,0.073,2.5407,1.9055,,,solid,
MFSD6,340,0.2688928174943737,0.2941176468116659,0.11974695555907,0.3844055736732878,0.006483,25,20,LYS,Q6ZSS7,4.226,0.989,0.0277246755923595,Non-essential,65.7,47.0,43.4,0.2969793086921725,668,0.287966656470126,629,0.4737016828710771,927,0.6864,Cholangiocarcinoma,3.883,1.0,0.3578177977895116,0.5489482200647249,1116,0,0.1717026696992221,1736,0.1785307620596018,0,0.3963904678739618,0.1993204197300029,0.1364017029116812,0.1867840374547257,865.0,1919,0.1376451104964396,3.0,18.0,0,1.3188,2.0,1.319,,,,0.3423599175493881,749,0.5,,,,,44.92,0.972,1.0,,,0.2617,0.324,0.6743,0.5913,,,solid,
SLITRK3,302,0.27330881411376,0.2184873947743803,0.226531709631504,0.3931811443818558,0.006631,28,33,LYS,O94933,-6.506,0.094,0.0431242683509771,Non-essential,63.8,49.5,42.0,0.2968988016743731,669,0.2932253871559482,553,0.4226635685552277,1161,0.4123,Low Grade Glioma,1.666,0.959,0.3096305444000419,0.462378640776699,1330,0,0.1264797742425948,1841,0.1158368154344606,0,0.3421323750404738,0.3296049396107961,0.3098002736372862,0.3485483632567182,940.0,1477,0.2414358777614873,0.0,0.0,2,-0.0,0.0,-0.097,,,,0.3440644194962671,711,0.5,,,,,30.22,0.934,2.0,,,0.1355,0.977,0.4272,1.0261,,,solid,
PCDHA12,538,0.2507787414246341,0.2857142854741897,0.0099130159734303,0.4450637414764304,0.007506,15,5,LYS,Q9UN75,-3.047,0.176,-0.0785508376610178,Non-essential,74.2,31.9,27.1,0.2968441892784316,670,0.2823398400771031,701,0.289262790047545,1731,0.8945,Mesothelioma,5.102,0.632,0.3350031537627768,0.3681229773462783,1563,0,0.3021921799268778,1364,0.2405675693094634,0,0.270402475008914,0.4284991540740821,0.4307139680009824,0.4992596911548096,1040.0,1100,0.2340485442933375,2.0,10.0,3,2.3661,2.0,3.38,,,,0.3455239228585196,694,0.5,,,,,1.59,0.025,0.0,,,0.133,0.933,0.9455,1.7258,,,solid,
GRIN3A,508,0.2528281053018499,0.2605042014617612,0.0369571405978174,0.4584642751260006,0.007732,53,2,LYS,Q8TCU5,-3.171,0.065,0.0054853110028748,Non-essential,73.1,33.2,20.0,0.2968318244425709,671,0.2836796814724618,685,0.2190079467975756,1937,0.2896,Low Grade Glioma,2.241,0.548,0.2209978657848407,0.2423139158576052,1874,0,0.5252993079047474,722,0.2298912457848423,0,0.1788319702362458,0.3165531131894523,0.3563779630704858,0.4054718092047616,811.0,1339,0.2439590411891236,,0.0,10,0.0036,0.0,0.036,,,,0.3460103335102039,684,0.5,,,,,4.99,0.226,0.0,,,0.3325,0.888,0.516,2.8324,,,solid,
TMX3,762,0.2347600197608761,0.2352941174493327,0.0087426854341293,0.4600652238363474,0.007759,18,3,LYS,Q96JJ7,3.622,0.998,0.0969984273417892,Non-essential,85.3,17.8,10.6,0.2967549184248856,672,0.2821920526965921,704,0.2111320840180083,1952,0.5421,AML,3.066,1.0,0.2194275935540821,0.2366504854368931,1888,0,0.1456080272210939,1805,0.1221169363054728,0,0.3336374578607962,0.2582203507925408,0.1634678304964993,0.2310919671073172,770.5,1864,0.122241743609213,3.0,20.0,2,1.2243,2.0,1.224,,,,0.3497851112164285,613,0.5,,,,,5.94,0.292,0.0,,,0.0481,0.044,0.5459,0.5192,,,solid,
OR51A2,924,0.2198379395161984,0.2605042014617612,0.0522789814961252,0.3331752149421879,0.005619,12,7,LYS,Q8NGJ7,-9.966,0.0,0.1192876548321448,Non-essential,87.5,5.8,2.9,0.2967400196211947,673,0.2843539686960009,674,0.0297531358452854,2431,0.0,AML,0.0,0.0,0.023729891268904,0.0113268608414239,2445,0,0.0193846250323496,2382,0.015665878286845,0,0.0413291537521559,0.0365214026207357,0.0327490826370956,0.0374713900157751,93.5,2313,0.0387966810651582,,0.0,1,0.0,0.0,0.006,,,,0.3514168896531029,588,0.5,,,,,23.98,0.894,1.0,,,0.0966,0.0,0.0,,,,solid,
ERBB2,540,0.2506936703224279,0.352941176173999,0.0796141072275818,0.2854432256151793,0.004814,52,12,LYS,P04626,5.694,0.998,-0.2755478786260855,Non-essential,74.0,33.1,24.5,0.2966937448715899,674,0.285674450232969,660,0.6043324719405695,468,0.4909,Cholangiocarcinoma,2.777,1.0,0.5954108846424393,0.8127022653721683,464,1,0.5431124039358286,680,0.0452351968850731,1,0.565745699446697,0.6354125120444617,0.6089953643071319,0.6709179329134354,1884.0,529,0.0572761251906933,3.0,9.0,7,0.0496,0.0,0.149,,,,0.3431467606120519,732,0.5,,,2.0,imaging only / historical,13.06,0.673,1.0,,,0.2365,0.406,0.5054,0.9891,tier2,original,solid,
TMEFF1,313,0.2720052840937524,0.2773109241367135,0.0632927407876008,0.4736436406759561,0.007988,4,14,LYS,Q8IYR6,-3.626,0.142,0.0405618494540834,Non-essential,69.0,49.7,26.1,0.2965929188137389,675,0.2847575558531189,668,0.4707205432970675,941,1.9549,Ovarian,7.558,0.684,0.5772759197387269,0.7022653721682848,737,0,0.5295162584805323,715,0.2469822991098507,0,0.463928135772662,0.6667326106273926,0.64752753480069,0.6826979852788495,1714.0,419,0.2092646649365528,3.0,15.0,0,5.2828,1.0,5.87,,,,0.3420150073268897,754,0.5,,,,,5.31,0.25,0.0,,,0.2761,0.553,2.1807,1.9996,,,solid,
GPR63,515,0.2522190922543268,0.252100840124285,0.0497485370868258,0.4548473169285502,0.007671,17,11,LYS,Q9BZJ6,-2.178,0.095,-0.0362943755558527,Non-essential,75.0,33.2,23.9,0.2961842575473438,676,0.283671684401685,686,0.1866572497633284,2011,0.0363,Sarcoma,1.308,0.147,0.3733547705971159,0.3309061488673139,1655,0,0.1052364089945746,1891,0.0695240168982421,0,0.1641023442854905,0.3569306132455251,0.4300011571737106,0.4955323442695601,927.5,1103,0.2330954990012919,3.0,7.0,3,1.0603,2.0,2.121,,,,0.3457443808341465,688,0.5,,,,,4.79,0.212,0.0,,,0.3021,0.733,0.0826,,,,solid,
TSPAN17,887,0.2229976396791861,0.3193277308240944,0.0130191364858453,0.3045360213459828,0.005136,12,2,LYS,Q96FV3,4.532,1.0,-0.0286888901315771,Non-essential,88.4,10.0,4.1,0.29615349524639,677,0.2818044520706823,709,0.2647737413553714,1807,0.3851,Cholangiocarcinoma,2.178,1.0,0.1759500410353937,0.2435275080906148,1871,0,0.3412745902031661,1248,0.2534265514202322,0,0.4421863515500605,0.4087433522410832,0.3232257202738321,0.407775101942713,1236.0,1442,0.1906385485876379,3.0,20.0,2,0.4434,0.0,0.443,,,,0.3483429642723892,641,0.5,,,,,11.68,0.621,2.0,,,0.1767,0.215,0.3963,0.4414,,,solid,
RYK,666,0.2416334864245683,0.2689075627992374,0.0384817333544203,0.4084198043284909,0.006888,21,4,LYS,P34925,4.796,1.0,0.1494503645081175,Non-essential,79.7,24.7,21.3,0.2961430314004609,678,0.2830671180681819,694,0.4781241397085776,915,0.3809,AML,2.155,1.0,0.4411792112691354,0.6092233009708738,967,0,0.3238632944006887,1302,0.2242658900325003,0,0.427549293230627,0.3258914986363385,0.4086666589395772,0.448673529942282,1268.0,1167,0.2024917194943429,3.0,10.0,5,1.2613,1.0,1.261,,,,0.3469071982363916,667,0.5,,,,,5.07,0.231,0.0,,,0.2435,0.186,0.3718,0.4958,,,solid,
ATP2B3,630,0.244008212808832,0.2268907561118565,0.1213348094259054,0.389504891787726,0.006569,69,18,LYS,Q16720,-6.506,0.082,-0.0084633122444638,Non-essential,74.3,26.0,18.9,0.2961216899425576,679,0.2871884304138529,638,0.4187499431032766,1179,0.2968,Pheochromocytoma,0.953,0.881,0.4103139099924796,0.5319579288025891,1158,0,0.1187269801276715,1860,0.0869262883344552,0,0.358769543770546,0.3988062239830794,0.3496173854119818,0.4163325272478729,1062.0,1354,0.2765590131814209,2.0,6.0,0,0.555,1.0,1.388,,,,0.3478906292706905,650,0.5,,,,,4.82,0.214,0.0,,,0.2709,0.933,0.3696,1.3711,,,solid,
DSG2,389,0.2638164830313959,0.5966386549608079,0.022381780800253,0.0614882893566557,0.001037,20,4,TYR,Q14126,4.788,0.881,-0.0704910517523385,Non-essential,64.5,48.7,45.0,0.2960910467755099,680,0.2822101358155225,703,0.7335863456488917,166,1.1887,Cervical,6.423,0.997,0.5073641036110357,0.8203883495145631,445,0,0.6143970453014523,496,0.2713504285375323,0,0.7276423786801146,0.5527401964443377,0.6004913147408573,0.6714774918401817,2113.5,561,0.2633018853365927,3.0,17.0,5,1.184,1.0,1.973,,,,0.3322336777715837,908,0.5,,,,,,,0.0,,,0.1904,0.172,1.2045,0.8785,,,solid,
OR10T2,875,0.2238859842007108,0.2605042014617612,0.0288913490431757,0.3700563296768455,0.006241,13,7,LYS,Q8NGX3,-9.966,0.002,-0.1709343630498121,Non-essential,84.9,9.9,3.5,0.2960133901916217,681,0.2824579576437805,699,0.0869112604953056,2165,1.0286,Thymoma,7.14,0.144,0.0855933999957878,0.151294498381877,2099,0,0.0861874071877475,1933,0.0923451684303509,0,0.121278741181996,0.1339049032349991,0.1344177375594438,0.1565065748194977,478.5,1925,0.138528418909766,,0.0,1,0.0,0.0,0.121,,,,0.3500155861094446,608,0.5,,,,,16.94,0.791,1.0,,,0.2065,0.0,0.2233,,,,solid,
OR11H2,628,0.2440378984518044,0.2605042014617612,0.016194844219516,0.4499258820041505,0.007588,18,8,LYS,Q8NH07,-9.966,0.0,,No data,85.5,11.7,6.7,0.296006652067533,682,0.2968163942785088,505,0.0263945060053959,2460,0.0,AML,0.0,0.0,0.0209652424474244,0.0028317152103559,2466,0,0.0217473261770429,2305,0.0154330702982704,0,0.0368931563348561,0.025966218377038,0.0387119032182926,0.0468293252674197,128.5,2216,0.0218259622012835,2.0,2.0,3,0.0,0.0,6.602,,,,0.3466501956101736,673,0.5,,,,,7.71,0.408,0.0,,,0.159,0.0,0.0,,,,solid,
EGF,492,0.2542017983192841,0.2689075627992374,0.0462818282460857,0.4425140824192113,0.007463,30,10,LYS,P01133,-0.959,0.361,-0.0108520222219209,Non-essential,70.3,35.6,22.7,0.2957166246460573,683,0.2830307160583616,695,0.3704240223993703,1408,0.2798,Kidney Chromophobe,1.472,0.969,0.2749151369304011,0.3895631067961165,1510,0,0.3765478155453155,1143,0.2387797757935048,0,0.3264224156603528,0.3020612062576903,0.3164965566101745,0.4112431850749619,987.0,1454,0.1884903906515798,,0.0,9,-0.8693,0.0,-5.216,,,,0.3443860728328688,707,0.5,,,,,8.05,0.428,0.0,,,0.2857,1.23,0.2892,2.0433,,,solid,
ANO3,676,0.2411391443157179,0.2436974787868088,0.1313427170646844,0.3475244589386302,0.005861,53,13,LYS,Q9BYT9,-4.035,0.078,0.018444921107289,Non-essential,75.8,24.3,17.7,0.2957109115762117,684,0.2872780474294459,637,0.3550555254390147,1483,0.1573,Kidney Clear Cell,1.762,0.379,0.3208206573144707,0.4085760517799353,1463,0,0.0871900982450666,1929,0.0769036054274091,0,0.2767314385885216,0.2804225891527371,0.2940359789116233,0.3462533014811035,835.5,1523,0.2111186573482737,3.0,18.0,4,0.5208,1.0,1.042,,,,0.3473978048973651,659,0.5,,,,,12.08,0.638,2.0,,,0.2123,0.887,0.1803,,,,solid,
