gene,uniprot_id,pdb_file
KIR3DL2,P43630,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P43630-F1-model_v6.pdb
ASIC1,P78348,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P78348-F1-model_v6.pdb
SLC26A9,Q7LBE3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q7LBE3-F1-model_v6.pdb
MRC2,Q9UBG0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UBG0-F1-model_v6.pdb
ABCC11,Q96J66,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96J66-F1-model_v6.pdb
GPR137,Q96N19,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96N19-F1-model_v6.pdb
ADAM15,Q13444,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q13444-F1-model_v6.pdb
GRPR,P30550,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P30550-F1-model_v6.pdb
GPR85,P60893,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P60893-F1-model_v6.pdb
GPR174,Q9BXC1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9BXC1-F1-model_v6.pdb
ROBO2,Q9HCK4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9HCK4-F1-model_v6.pdb
SLC23A1,Q9UHI7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UHI7-F1-model_v6.pdb
SLC12A2,P55011,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P55011-F1-model_v6.pdb
STS,P08842,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P08842-F1-model_v6.pdb
IFNGR1,P15260,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P15260-F1-model_v6.pdb
SDK1,Q7Z5N4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q7Z5N4-F1-model_v6.pdb
PCDHB2,Q9Y5E7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y5E7-F1-model_v6.pdb
TMPRSS6,Q8IU80,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8IU80-F1-model_v6.pdb
ANO6,Q4KMQ2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q4KMQ2-F1-model_v6.pdb
EFNB1,P98172,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P98172-F1-model_v6.pdb
MLNR,O43193,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O43193-F1-model_v6.pdb
TNFRSF1B,P20333,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P20333-F1-model_v6.pdb
CLDN9,O95484,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O95484-F1-model_v6.pdb
PLXND1,Q9Y4D7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y4D7-F1-model_v6.pdb
CD244,Q9BZW8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9BZW8-F1-model_v6.pdb
ENPEP,Q07075,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q07075-F1-model_v6.pdb
RNF167,Q9H6Y7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H6Y7-F1-model_v6.pdb
GPR137C,Q8N3F9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8N3F9-F1-model_v6.pdb
PCDHA1,Q9Y5I3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y5I3-F1-model_v6.pdb
SEMA5A,Q13591,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q13591-F1-model_v6.pdb
KIR2DL4,Q99706,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q99706-F1-model_v6.pdb
FCRL2,Q96LA5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96LA5-F1-model_v6.pdb
SLCO5A1,Q9H2Y9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H2Y9-F1-model_v6.pdb
PLVAP,Q9BX97,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9BX97-F1-model_v6.pdb
OR7C1,O76099,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O76099-F1-model_v6.pdb
TMEM67,Q5HYA8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q5HYA8-F1-model_v6.pdb
TMEFF1,Q8IYR6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8IYR6-F1-model_v6.pdb
LRRC19,Q9H756,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H756-F1-model_v6.pdb
DRD5,P21918,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P21918-F1-model_v6.pdb
FZD10,Q9ULW2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9ULW2-F1-model_v6.pdb
LMBRD2,Q68DH5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q68DH5-F1-model_v6.pdb
CCR7,P32248,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P32248-F1-model_v6.pdb
HEPHL1,Q6MZM0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6MZM0-F1-model_v6.pdb
BTLA,Q7Z6A9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q7Z6A9-F1-model_v6.pdb
LYSMD3,Q7Z3D4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q7Z3D4-F1-model_v6.pdb
KLRC2,P26717,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P26717-F1-model_v6.pdb
TIMD4,Q96H15,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96H15-F1-model_v6.pdb
FCGR3B,O75015,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O75015-F1-model_v6.pdb
CD274,Q9NZQ7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NZQ7-F1-model_v6.pdb
IL31RA,Q8NI17,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NI17-F1-model_v6.pdb
LILRA2,Q8N149,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8N149-F1-model_v6.pdb
BMPR2,Q13873,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q13873-F1-model_v6.pdb
SLC12A9,Q9BXP2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9BXP2-F1-model_v6.pdb
LRFN3,Q9BTN0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9BTN0-F1-model_v6.pdb
CLEC17A,Q6ZS10,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6ZS10-F1-model_v6.pdb
KIAA0319,Q5VV43,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q5VV43-F1-model_v6.pdb
SEMA4G,Q9NTN9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NTN9-F1-model_v6.pdb
DAGLB,Q8NCG7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NCG7-F1-model_v6.pdb
TGOLN2,O43493,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O43493-F1-model_v6.pdb
SLC15A2,Q16348,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q16348-F1-model_v6.pdb
NMUR2,Q9GZQ4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9GZQ4-F1-model_v6.pdb
ABCB9,Q9NP78,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NP78-F1-model_v6.pdb
OR51E1,Q8TCB6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8TCB6-F1-model_v6.pdb
EFNA5,P52803,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P52803-F1-model_v6.pdb
IL10RA,Q13651,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q13651-F1-model_v6.pdb
GPA33,Q99795,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q99795-F1-model_v6.pdb
FAM171B,Q6P995,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6P995-F1-model_v6.pdb
TREML2,Q5T2D2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q5T2D2-F1-model_v6.pdb
PRRT3,Q5FWE3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q5FWE3-F1-model_v6.pdb
NPFFR2,Q9Y5X5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y5X5-F1-model_v6.pdb
ACE2,Q9BYF1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9BYF1-F1-model_v6.pdb
SERINC3,Q13530,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q13530-F1-model_v6.pdb
PCDHB16,Q9NRJ7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NRJ7-F1-model_v6.pdb
TLR6,Q9Y2C9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y2C9-F1-model_v6.pdb
SLC22A2,O15244,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O15244-F1-model_v6.pdb
FZD8,Q9H461,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H461-F1-model_v6.pdb
ABCG5,Q9H222,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H222-F1-model_v6.pdb
SLC4A8,Q2Y0W8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q2Y0W8-F1-model_v6.pdb
FAM174A,Q8TBP5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8TBP5-F1-model_v6.pdb
OPRD1,P41143,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P41143-F1-model_v6.pdb
SLC44A2,Q8IWA5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8IWA5-F1-model_v6.pdb
CD226,Q15762,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q15762-F1-model_v6.pdb
CNNM2,Q9H8M5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H8M5-F1-model_v6.pdb
MCHR1,Q99705,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q99705-F1-model_v6.pdb
SLC6A20,Q9NP91,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NP91-F1-model_v6.pdb
CD55,P08174,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P08174-F1-model_v6.pdb
FFAR2,O15552,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O15552-F1-model_v6.pdb
PTPRA,P18433,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P18433-F1-model_v6.pdb
VSTM1,Q6UX27,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6UX27-F1-model_v6.pdb
LRFN4,Q6PJG9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6PJG9-F1-model_v6.pdb
LPAR6,P43657,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P43657-F1-model_v6.pdb
TPRA1,Q86W33,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q86W33-F1-model_v6.pdb
SLC41A3,Q96GZ6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96GZ6-F1-model_v6.pdb
LY6H,O94772,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O94772-F1-model_v6.pdb
CHRNB2,P17787,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P17787-F1-model_v6.pdb
CDH17,Q12864,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q12864-F1-model_v6.pdb
GALR3,O60755,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O60755-F1-model_v6.pdb
UMODL1,Q5DID0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q5DID0-F1-model_v6.pdb
RYK,P34925,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P34925-F1-model_v6.pdb
GRIN1,Q05586,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q05586-F1-model_v6.pdb
FAM171A1,Q5VUB5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q5VUB5-F1-model_v6.pdb
RNF130,Q86XS8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q86XS8-F1-model_v6.pdb
NRP1,O14786,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O14786-F1-model_v6.pdb
HEG1,Q9ULI3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9ULI3-F1-model_v6.pdb
RXFP1,Q9HBX9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9HBX9-F1-model_v6.pdb
IGDCC3,Q8IVU1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8IVU1-F1-model_v6.pdb
GRAMD1B,Q3KR37,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q3KR37-F1-model_v6.pdb
HTR3A,P46098,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P46098-F1-model_v6.pdb
CRLF2,Q9HC73,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9HC73-F1-model_v6.pdb
CHRNB1,P11230,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P11230-F1-model_v6.pdb
CYSLTR2,Q9NS75,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NS75-F1-model_v6.pdb
PCDHGB1,Q9Y5G3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y5G3-F1-model_v6.pdb
NPTN,Q9Y639,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y639-F1-model_v6.pdb
FCRL6,Q6DN72,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6DN72-F1-model_v6.pdb
GPR31,O00270,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O00270-F1-model_v6.pdb
CD200R1,Q8TD46,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8TD46-F1-model_v6.pdb
SLC12A3,P55017,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P55017-F1-model_v6.pdb
SLC7A4,O43246,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O43246-F1-model_v6.pdb
HEPACAM2,A8MVW5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-A8MVW5-F1-model_v6.pdb
KCNA3,P22001,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P22001-F1-model_v6.pdb
CLCA2,Q9UQC9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UQC9-F1-model_v6.pdb
RXFP4,Q8TDU9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8TDU9-F1-model_v6.pdb
PCDHA4,Q9UN74,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UN74-F1-model_v6.pdb
ADIPOR2,Q86V24,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q86V24-F1-model_v6.pdb
IL23R,Q5VWK5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q5VWK5-F1-model_v6.pdb
LILRA1,O75019,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O75019-F1-model_v6.pdb
ALPL,P05186,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P05186-F1-model_v6.pdb
NPFFR1,Q9GZQ6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9GZQ6-F1-model_v6.pdb
ITGAD,Q13349,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q13349-F1-model_v6.pdb
CDH8,P55286,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P55286-F1-model_v6.pdb
PLXNA1,Q9UIW2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UIW2-F1-model_v6.pdb
RET,P07949,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P07949-F1-model_v6.pdb
TMEM140,Q9NV12,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NV12-F1-model_v6.pdb
TMEM116,Q8NCL8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NCL8-F1-model_v6.pdb
TMEM178B,H3BS89,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-H3BS89-F1-model_v6.pdb
PTPRU,Q92729,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q92729-F1-model_v6.pdb
MYADM,Q96S97,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96S97-F1-model_v6.pdb
ELFN1,P0C7U0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P0C7U0-F1-model_v6.pdb
IL17RE,Q8NFR9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NFR9-F1-model_v6.pdb
LMBRD1,Q9NUN5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NUN5-F1-model_v6.pdb
FCGRT,P55899,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P55899-F1-model_v6.pdb
SLC39A2,Q9NP94,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NP94-F1-model_v6.pdb
SLC11A2,P49281,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P49281-F1-model_v6.pdb
PTPRN,Q16849,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q16849-F1-model_v6.pdb
TM4SF4,P48230,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P48230-F1-model_v6.pdb
PTCHD4,Q6ZW05,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6ZW05-F1-model_v6.pdb
KLRC1,P26715,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P26715-F1-model_v6.pdb
MS4A1,P11836,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P11836-F1-model_v6.pdb
SIGIRR,Q6IA17,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6IA17-F1-model_v6.pdb
BTN2A2,Q8WVV5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8WVV5-F1-model_v6.pdb
CNR2,P34972,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P34972-F1-model_v6.pdb
HLA-E,P13747,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P13747-F1-model_v6.pdb
LGR4,Q9BXB1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9BXB1-F1-model_v6.pdb
LHFPL1,Q86WI0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q86WI0-F1-model_v6.pdb
EPHA8,P29322,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P29322-F1-model_v6.pdb
CCR3,P51677,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P51677-F1-model_v6.pdb
CSF2RB,P32927,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P32927-F1-model_v6.pdb
LRFN2,Q9ULH4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9ULH4-F1-model_v6.pdb
IL1RAPL2,Q9NP60,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NP60-F1-model_v6.pdb
SSTR3,P32745,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P32745-F1-model_v6.pdb
GPR37L1,O60883,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O60883-F1-model_v6.pdb
DPEP2,Q9H4A9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H4A9-F1-model_v6.pdb
DUOX2,Q9NRD8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NRD8-F1-model_v6.pdb
CPM,P14384,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P14384-F1-model_v6.pdb
RELT,Q969Z4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q969Z4-F1-model_v6.pdb
GPR153,Q6NV75,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6NV75-F1-model_v6.pdb
EGF,P01133,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P01133-F1-model_v6.pdb
SLC16A6,O15403,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O15403-F1-model_v6.pdb
F2RL3,Q96RI0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96RI0-F1-model_v6.pdb
SLC22A5,O76082,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O76082-F1-model_v6.pdb
LINGO4,Q6UY18,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6UY18-F1-model_v6.pdb
RAET1G,Q6H3X3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6H3X3-F1-model_v6.pdb
CD300E,Q496F6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q496F6-F1-model_v6.pdb
ABCA4,P78363,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P78363-F1-model_v6.pdb
SLC2A5,P22732,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P22732-F1-model_v6.pdb
SLC28A1,O00337,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O00337-F1-model_v6.pdb
TMEM145,Q8NBT3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NBT3-F1-model_v6.pdb
OTOA,Q7RTW8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q7RTW8-F1-model_v6.pdb
DUOX1,Q9NRD9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NRD9-F1-model_v6.pdb
AQP5,P55064,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P55064-F1-model_v6.pdb
FZD7,O75084,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O75084-F1-model_v6.pdb
TMEM235,A6NFC5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-A6NFC5-F1-model_v6.pdb
OR1E1,P30953,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P30953-F1-model_v6.pdb
FGFR2,P21802,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P21802-F1-model_v6.pdb
CDH9,Q9ULB4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9ULB4-F1-model_v6.pdb
PCDHA10,Q9Y5I2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y5I2-F1-model_v6.pdb
OR5B3,Q8NH48,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NH48-F1-model_v6.pdb
GPR119,Q8TDV5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8TDV5-F1-model_v6.pdb
SLC46A2,Q9BY10,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9BY10-F1-model_v6.pdb
FCRL1,Q96LA6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96LA6-F1-model_v6.pdb
CHRNB3,Q05901,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q05901-F1-model_v6.pdb
PROKR2,Q8NFJ6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NFJ6-F1-model_v6.pdb
SLC32A1,Q9H598,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H598-F1-model_v6.pdb
OR10R2,Q8NGX6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGX6-F1-model_v6.pdb
OR5M11,Q96RB7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96RB7-F1-model_v6.pdb
LRTM1,Q9HBL6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9HBL6-F1-model_v6.pdb
OR2T35,Q8NGX2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGX2-F1-model_v6.pdb
CD59,P13987,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P13987-F1-model_v6.pdb
MRGPRD,Q8TDS7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8TDS7-F1-model_v6.pdb
PLET1,Q6UQ28,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6UQ28-F1-model_v6.pdb
OR13J1,Q8NGT2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGT2-F1-model_v6.pdb
OR10AD1,Q8NGE0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGE0-F1-model_v6.pdb
SLC6A19,Q695T7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q695T7-F1-model_v6.pdb
OR9G1,Q8NH87,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NH87-F1-model_v6.pdb
CMKLR1,Q99788,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q99788-F1-model_v6.pdb
SLC34A3,Q8N130,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8N130-F1-model_v6.pdb
CDH15,P55291,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P55291-F1-model_v6.pdb
OR51G1,Q8NGK1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGK1-F1-model_v6.pdb
UNC5D,Q6UXZ4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6UXZ4-F1-model_v6.pdb
SPRN,Q5BIV9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q5BIV9-F1-model_v6.pdb
MC2R,Q01718,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q01718-F1-model_v6.pdb
OR4D11,Q8NGI4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGI4-F1-model_v6.pdb
VSTM5,A8MXK1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-A8MXK1-F1-model_v6.pdb
SLCO1B1,Q9Y6L6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y6L6-F1-model_v6.pdb
CFC1,P0CG37,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P0CG37-F1-model_v6.pdb
OR4A47,Q6IF82,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6IF82-F1-model_v6.pdb
DPEP3,Q9H4B8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H4B8-F1-model_v6.pdb
OR5K2,Q8NHB8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NHB8-F1-model_v6.pdb
PRLHR,P49683,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P49683-F1-model_v6.pdb
OR56A3,Q8NH54,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NH54-F1-model_v6.pdb
OR4C11,Q6IEV9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6IEV9-F1-model_v6.pdb
C11orf87,Q6NUJ2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6NUJ2-F1-model_v6.pdb
ADCY7,P51828,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P51828-F1-model_v6.pdb
OR13G1,Q8NGZ3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGZ3-F1-model_v6.pdb
OR2T6,Q8NHC8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NHC8-F1-model_v6.pdb
OR4S2,Q8NH73,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NH73-F1-model_v6.pdb
OR9I1,Q8NGQ6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGQ6-F1-model_v6.pdb
SLC22A4,Q9H015,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H015-F1-model_v6.pdb
OR52B4,Q8NGK2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGK2-F1-model_v6.pdb
OR52Z1,P0C646,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P0C646-F1-model_v6.pdb
TMEM245,Q9H330,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H330-F1-model_v6.pdb
OR10AG1,Q8NH19,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NH19-F1-model_v6.pdb
OR11H7,Q8NGC8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NGC8-F1-model_v6.pdb
