gene,enhanced_score_v2,rank_v2,tsi_norm,ldt_norm,pocket_norm,eas,ntrs,risk_level,top_res_type,n_nucleophiles,n_extracellular_domains,depmap_label,mean_plddt
ALCAM,0.3475079272425392,656,0.3697478988489514,0.2711532760154165,0.0022014866360904,0.5,,,LYS,4,,Non-essential,85.9
GPR34,0.3474395602126028,657,0.3109243694866181,0.3685739697598577,0.0399683694448837,0.5,,,LYS,11,,Non-essential,77.5
P2RX7,0.3474129371627764,658,0.2268907561118565,0.4064037948413874,0.0200474458326743,0.5,,,LYS,5,,Non-essential,88.0
ANO3,0.3473978048973651,659,0.2436974787868088,0.3475244589386302,0.1313427170646844,0.5,,,LYS,13,,Non-essential,75.8
LEPR,0.3473633590730246,660,0.1848739494244757,0.5217313963830418,0.1214929622014866,0.5,,,LYS,20,,Non-essential,66.0
HTR7,0.3473101825031393,661,0.2605042014617612,0.4357545211977467,0.076666139490748,0.5,,,LYS,13,,Non-essential,73.3
FLT3,0.3472460997996182,662,0.252100840124285,0.3949599762822413,0.0956444725604934,0.5,,,LYS,10,,Non-essential,75.9
GPR101,0.3471561328754265,663,0.2605042014617612,0.3690483249332938,0.1716020876166376,0.5,,,LYS,16,,Non-essential,68.8
CD1C,0.3471393499720957,664,0.3109243694866181,0.2486806996738808,0.0803605883283251,0.5,,,LYS,7,,Non-essential,88.5
SLC46A3,0.3470770046565116,665,0.2436974787868088,0.3606878150014823,0.0545753597975644,0.5,,,LYS,14,,Non-essential,86.9
TM9SF3,0.3470461704312789,666,0.3109243694866181,0.1405870145271271,0.1844883757709948,0.5,,,LYS,18,,Non-essential,86.6
RYK,0.3469071982363916,667,0.2689075627992374,0.4084198043284909,0.0384817333544203,0.5,,,LYS,4,,Non-essential,79.7
PSEN1,0.3469028338806822,668,0.3277310921615705,0.3552920249036466,0.0905582792978016,0.5,,,LYS,5,,Non-essential,72.1
ANKH,0.3468577749995634,669,0.302521008149142,0.2209902164245478,0.1161473983868416,0.5,,,LYS,13,,Non-essential,84.5
FAP,0.346823789214448,670,0.352941176173999,0.2172546694337385,0.0176878064210026,0.5,,,LYS,5,,Non-essential,95.6
HTR3E,0.3466902820029441,671,0.2605042014617612,0.4115031129558256,0.0233180452316938,0.5,,,LYS,6,,Non-essential,80.8
P2RY4,0.3466535903761467,672,0.2605042014617612,0.4140527720130447,0.0210849280404871,0.5,,,LYS,8,,Non-essential,82.6
OR11H2,0.3466501956101736,673,0.2605042014617612,0.4499258820041505,0.016194844219516,0.5,,,LYS,8,,No data,85.5
GPR180,0.34662144852077,674,0.2941176468116659,0.1641861844055736,0.2227739996836944,0.5,,,LYS,21,,Non-essential,81.2
PTCHD4,0.3465988374404438,675,0.2689075627992374,0.3319300326119181,0.0814297010912541,0.5,,,LYS,15,,Non-essential,82.3
DSC3,0.3465946365270995,676,0.3361344534990467,0.3423658464275125,0.0479392693341768,0.5,,,LYS,12,,Non-essential,75.2
CALCRL,0.3465468528138521,677,0.3109243694866181,0.3594426326712125,0.0331361695397754,0.5,,,LYS,11,,Non-essential,78.7
PTPRN,0.3465093886265451,678,0.2689075627992374,0.5344203972724577,0.0299920923612209,0.5,,,LYS,3,,Non-essential,65.5
CD1B,0.3464803419600989,679,0.4117647055363322,0.1031129558256744,0.0920828720544045,0.5,,,LYS,9,,Non-essential,90.8
CXCL16,0.3463137641059421,680,0.4201680668738084,0.3986955232730506,0.0161632136643998,0.5,,,LYS,3,,Non-essential,64.6
NPBWR2,0.3463016023094839,681,0.2605042014617612,0.2901274829528609,0.1127502767673572,0.5,,,LYS,17,,Non-essential,82.9
CEACAM6,0.3461004127704269,682,0.5882352936233318,0.0004743551734361,0.0012335916495334,0.5,,,TYR,1,,Non-essential,88.2
CHRM2,0.3460912947555143,683,0.2352941174493327,0.5146160687815,0.0507227581844061,0.5,,,LYS,10,,Non-essential,72.1
GRIN3A,0.3460103335102039,684,0.2605042014617612,0.4584642751260006,0.0369571405978174,0.5,,,LYS,2,,Non-essential,73.1
OR4E1,0.3459852307964701,685,0.2605042014617612,0.3585532167210198,0.0087426854341293,0.5,,,LYS,3,,Non-essential,87.1
VNN1,0.3458746980217358,686,0.302521008149142,0.3038837829825081,0.0203384469397437,0.5,,,LYS,5,,Non-essential,92.4
ICAM2,0.345764433525755,687,0.2268907561118565,0.4630892380670026,0.0016194844219516,0.5,,,LYS,4,,Non-essential,87.1
GPR63,0.3457443808341465,688,0.252100840124285,0.4548473169285502,0.0497485370868258,0.5,,,LYS,11,,Non-essential,75.0
SLC39A6,0.3457277358700095,689,0.3613445375114751,0.4185591461606878,0.0663988613000158,0.5,,,LYS,12,,Non-essential,60.4
CUZD1,0.3457216340153592,690,0.252100840124285,0.4502223539875481,0.0127597659338921,0.5,,,LYS,7,,Non-essential,79.2
DRD5,0.3456045315036572,691,0.2773109241367135,0.415238659946635,0.1071453424007591,0.5,,,LYS,9,,Non-essential,69.1
CADM1,0.3455809717259679,692,0.3613445375114751,0.3188852653424251,0.0193389213980705,0.5,,,LYS,3,,Non-essential,80.6
OR5H15,0.3455467182277788,693,0.2605042014617612,0.3095167506670619,0.0575865886446307,0.5,,,LYS,9,,Non-essential,88.9
PCDHA12,0.3455239228585196,694,0.2857142854741897,0.4450637414764304,0.0099130159734303,0.5,,,LYS,5,,Non-essential,74.2
PCDHGB2,0.3454029186060041,695,0.252100840124285,0.471449747998814,0.00893879487585,0.5,,,LYS,6,,Non-essential,75.7
OR10J1,0.3453825864051663,696,0.2605042014617612,0.3524458938630299,0.0238367863356001,0.5,,,LYS,7,,Non-essential,85.7
TAS2R1,0.3452705818733602,697,0.2605042014617612,0.4037355469908093,0.0404871105487901,0.5,,,LYS,9,,Non-essential,80.1
SMO,0.3452066988756964,698,0.3277310921615705,0.3835161577230951,0.055353471453424,0.5,,,LYS,8,,Non-essential,72.7
FASLG,0.3450748768077253,699,0.3361344534990467,0.3603320486214052,0.0248742685434129,0.5,,,LYS,5,,Non-essential,80.2
MCOLN1,0.3448579205209697,700,0.2436974787868088,0.3794841387488882,0.0531836153724497,0.5,,,LYS,14,,Non-essential,81.3
MALRD1,0.3447231340794968,701,0.2436974787868088,0.3513193003261191,0.1656745215878538,0.5,,,LYS,29,,Non-essential,71.3
OR4A5,0.3446657268410331,702,0.2605042014617612,0.3437296175511414,0.0124687648268227,0.5,,,LYS,7,,Non-essential,88.4
GRM7,0.3446640206612447,703,0.252100840124285,0.3341832196857396,0.0705108334651273,0.5,,,LYS,14,,Non-essential,84.4
KLRC2,0.3446445730153614,704,0.2773109241367135,0.5000296471983396,0.0050545627075755,0.5,,,LYS,2,,Non-essential,73.5
CLDN1,0.3445957322922512,705,0.5882352936233318,0.0040913133708864,0.0035932310612051,0.5,,,SER,2,,Non-essential,84.7
ACVR1,0.3444898274717387,706,0.3193277308240944,0.3153868959383338,0.0319025778902419,0.5,,,LYS,8,,Non-essential,83.1
EGF,0.3443860728328688,707,0.2689075627992374,0.4425140824192113,0.0462818282460857,0.5,,,LYS,10,,Non-essential,70.3
TMPRSS6,0.3442425126968399,708,0.2773109241367135,0.2681292617847613,0.0899446465285465,0.5,,,LYS,17,,Non-essential,84.5
PTCH1,0.3441632709619828,709,0.1932773107619518,0.3183516157723094,0.2378681005851652,0.5,,,LYS,30,,Non-essential,73.9
ERMAP,0.3440771554766628,710,0.252100840124285,0.4412689000889415,0.0059908271390162,0.5,,,LYS,4,,Non-essential,81.3
SLITRK3,0.3440644194962671,711,0.2184873947743803,0.3931811443818558,0.226531709631504,0.5,,,LYS,33,,Non-essential,63.8
EPHA5,0.3439933363985985,712,0.2352941174493327,0.4120367625259413,0.0488122726553851,0.5,,,LYS,11,,Non-essential,79.4
SLC1A1,0.3439811718711013,713,0.2941176468116659,0.352801660243107,0.0369571405978174,0.5,,,LYS,7,,Non-essential,80.2
SCAP,0.3439580372683462,714,0.2605042014617612,0.2827156833679217,0.0774442511466076,0.5,,,LYS,6,,Essential,65.3
KCNJ3,0.343898576463436,715,0.2184873947743803,0.5314556774384821,0.0184279614107227,0.5,,,LYS,6,,Non-essential,72.0
SLC17A8,0.3438512201735754,716,0.2941176468116659,0.385472872813519,0.0331361695397754,0.5,,,LYS,8,,Non-essential,77.9
GLIPR1,0.343825327109853,717,0.3109243694866181,0.2980136377112363,0.0494575359797564,0.5,,,LYS,11,,Non-essential,87.1
F2RL1,0.3438065315413877,718,0.5630252096109033,0.002549659057219,0.0422014866360904,0.5,,,SER,3,,Non-essential,82.1
SLC41A1,0.3437776757331439,719,0.2268907561118565,0.4215238659946634,0.0577510675312351,0.5,,,LYS,7,,Non-essential,77.9
GPR3,0.343754568406753,720,0.2773109241367135,0.3083901571301511,0.0992440297327218,0.5,,,LYS,11,,Non-essential,81.8
NCSTN,0.3437448376730667,721,0.3277310921615705,0.2440557367328787,0.0170045864304918,0.5,,,LYS,4,,Non-essential,89.4
KITLG,0.3436303722530878,722,0.302521008149142,0.4674177290246071,0.0120828720544045,0.5,,,LYS,8,,Non-essential,71.9
RXFP1,0.343611162586796,723,0.2689075627992374,0.3179958493922324,0.0769255100427012,0.5,,,LYS,10,,Non-essential,81.1
ITGAV,0.3435123678666912,724,0.3193277308240944,0.1520308330862733,0.0443713427170646,0.5,,,LYS,9,,Context-dependent,88.3
GRID1,0.3434875783468748,725,0.2184873947743803,0.4836050993181144,0.035723548948284,0.5,,,LYS,11,,Non-essential,75.0
GFRA3,0.3434257850238101,726,0.2184873947743803,0.4694930329083901,0.0505266487426854,0.5,,,LYS,9,,Non-essential,79.0
SLC24A5,0.3434115053317774,727,0.2605042014617612,0.3915209012748295,0.0639063735568559,0.5,,,LYS,13,,Non-essential,76.4
TMEM171,0.3433392701878948,728,0.4369747895487607,0.3490661132522976,0.1059117507512256,0.5,,,LYS,7,,Non-essential,55.6
UTS2R,0.3432666358132745,729,0.252100840124285,0.3838719241031722,0.0938352048078443,0.5,,,LYS,14,,Non-essential,76.2
TACR3,0.3432508627963891,730,0.2605042014617612,0.4447672694930328,0.0483567926617112,0.5,,,LYS,7,,Non-essential,72.8
HCRTR1,0.343197733263358,731,0.2605042014617612,0.3645419507856507,0.093316463703938,0.5,,,LYS,13,,Non-essential,78.8
ERBB2,0.3431467606120519,732,0.352941176173999,0.2854432256151793,0.0796141072275818,0.5,,,LYS,12,,Non-essential,74.0
ADAM20,0.343007865970557,733,0.2605042014617612,0.3813815594426326,0.0220275185829511,0.5,,,LYS,4,,Non-essential,83.0
ECE1,0.342961596226252,734,0.2605042014617612,0.3216128075896827,0.036564921714376,0.5,,,LYS,8,,Non-essential,90.9
LHFPL5,0.3429523215695725,735,0.2941176468116659,0.305603320486214,0.0030112288470662,0.5,,,LYS,3,,Non-essential,89.2
TMEM245,0.3428971224785578,736,0.2605042014617612,0.4858582863919359,0.0194970741736517,0.5,,,LYS,10,,Non-essential,68.9
BACE1,0.3428694228543109,737,0.2268907561118565,0.3941891491254076,0.0395445200063261,0.5,,,LYS,9,,Non-essential,87.5
OR2T27,0.3428659804809499,738,0.2605042014617612,0.3251704713904536,0.0185291791870947,0.5,,,LYS,7,,Non-essential,88.7
GPRC5A,0.3427452102843147,739,0.4873949575736176,0.1756892973613993,0.0092930570931519,0.5,,,LYS,2,,Non-essential,77.9
IL1RAP,0.3426856795600236,740,0.3193277308240944,0.2780314260302401,0.0067373082397596,0.5,,,LYS,4,,Non-essential,86.1
CADM2,0.3426833707456286,741,0.201680672099428,0.5064334420397272,0.0073825715641309,0.5,,,LYS,2,,Non-essential,82.1
HRH2,0.3426792270282411,742,0.2352941174493327,0.3906314853246368,0.0636470030049027,0.5,,,LYS,15,,Non-essential,82.9
TAS2R10,0.3425621330548195,743,0.2605042014617612,0.3289060183812629,0.0352743950656334,0.5,,,LYS,7,,Non-essential,87.2
GPR6,0.3425526443618522,744,0.2605042014617612,0.3787133115920545,0.0759196583900047,0.5,,,LYS,12,,Non-essential,77.6
KCNMB2,0.3425406082088684,745,0.2605042014617612,0.3478209309220278,0.002751858295113,0.5,,,LYS,3,,Non-essential,85.5
OR2T35,0.3425064969433035,746,0.2605042014617612,0.2954046842573377,0.0584975486319784,0.5,,,LYS,10,,Non-essential,88.8
GPR137B,0.3425046198810995,747,0.3193277308240944,0.4029054254372961,0.0484580104380831,0.5,,,LYS,13,,Non-essential,68.9
IZUMO3,0.3424202036922352,748,0.2605042014617612,0.3613400533649569,0.0046307132690178,0.5,,,LYS,3,,Non-essential,87.0
MFSD6,0.3423599175493881,749,0.2941176468116659,0.3844055736732878,0.11974695555907,0.5,,,LYS,20,,Non-essential,65.7
PCDHB12,0.3423199892780699,750,0.252100840124285,0.3982211680996145,0.0142527281353787,0.5,,,LYS,7,,Non-essential,81.5
VN1R1,0.3421482973448602,751,0.252100840124285,0.4160687815001482,0.0350466550687964,0.5,,,LYS,13,,Non-essential,77.6
OR5C1,0.3420946160594916,752,0.2605042014617612,0.3354876964126889,0.0118551320575676,0.5,,,LYS,4,,Non-essential,87.0
SERINC3,0.3420512393112884,753,0.2689075627992374,0.4092499258820041,0.0433718171753914,0.5,,,LYS,14,,Non-essential,76.3
TMEFF1,0.3420150073268897,754,0.2773109241367135,0.4736436406759561,0.0632927407876008,0.5,,,LYS,14,,Non-essential,69.0
F2RL2,0.3418588390653551,755,0.3277310921615705,0.3504891787726059,0.0226411513522062,0.5,,,LYS,9,,Non-essential,76.3
SLC4A8,0.3418538528738197,756,0.2689075627992374,0.3887933590275719,0.0673414518424798,0.5,,,LYS,13,,Non-essential,72.4
UPK2,0.3417312224398738,757,0.3277310921615705,0.363652534835458,0.0043397121619484,0.5,,,LYS,3,,Non-essential,76.8
UBAC2,0.34156792385622,758,0.3193277308240944,0.3488289356655796,0.0738510200854025,0.5,,,LYS,7,,Non-essential,72.1
ZDHHC5,0.3415499558635476,759,0.3277310921615705,0.4707382152386599,0.0808476988771152,0.5,,,LYS,10,,Non-essential,58.8
SLC34A2,0.341455462158942,760,0.5126050415860463,0.1070263860065223,0.0379946228056302,0.5,,,LYS,2,,Non-essential,72.9
ATRN,0.3414011910939282,761,0.3277310921615705,0.2094278090720426,0.1139142811956349,0.5,,,LYS,18,,Non-essential,78.8
MILR1,0.3413810998794703,762,0.2941176468116659,0.4642751260005929,0.0084833148821761,0.5,,,LYS,8,,Non-essential,74.5
ERVMER34-1,0.3413018328626468,763,0.3949579828613799,0.5136080640379483,0.1577036216985608,0.5,,,LYS,18,,No data,44.3
GLP1R,0.3412491341251289,764,0.2605042014617612,0.3630595908686628,0.0290558279297801,0.5,,,LYS,8,,Non-essential,81.5
PIGT,0.3412310798444926,765,0.3277310921615705,0.2236584642751259,0.058333069745374,0.5,,,LYS,7,,Non-essential,87.3
SLC6A7,0.3412141770721359,766,0.252100840124285,0.2994959976282241,0.0944488375770994,0.5,,,LYS,20,,Non-essential,86.0
OR5T2,0.3411616409947875,767,0.2605042014617612,0.3845834568633263,0.0275944962834097,0.5,,,LYS,9,,Non-essential,80.6
SLC12A3,0.3411588871584625,768,0.2689075627992374,0.3392232434034983,0.0399367388897675,0.5,,,LYS,13,,Non-essential,80.7
SLC6A3,0.3411287539889104,769,0.2436974787868088,0.2748295286095464,0.1146923928514945,0.5,,,LYS,12,,Non-essential,86.9
GRIK2,0.3411060558806521,770,0.2268907561118565,0.3471686925585532,0.0772481417048869,0.5,,,LYS,11,,Non-essential,83.6
AGTR2,0.3409106033405013,771,0.2605042014617612,0.3526237770530684,0.0767989878222362,0.5,,,LYS,11,,Non-essential,82.0
CRB1,0.3408559981987679,772,0.252100840124285,0.4120960569226207,0.0380578839158627,0.5,,,LYS,10,,Non-essential,75.0
OR1P1,0.3408102015630572,773,0.2605042014617612,0.4007708271568336,0.0441499288312509,0.5,,,LYS,8,,No data,82.7
PCDHGB3,0.3407241321446507,774,0.252100840124285,0.449510821227394,0.0074837893405029,0.5,,,LYS,3,,Non-essential,75.4
SLC2A8,0.3407130063805601,775,0.252100840124285,0.2635042988437592,0.1109346829036849,0.5,,,LYS,5,,Non-essential,85.4
SLC37A4,0.3405881334418728,776,0.3277310921615705,0.2674770234212866,0.0617997785861141,0.5,,,LYS,13,,No data,85.8
GPR37,0.340532097503448,777,0.3277310921615705,0.3882597094574562,0.1142369128578206,0.5,,,LYS,18,,Non-essential,61.9
SLC4A10,0.3403180134896333,778,0.2605042014617612,0.391698784464868,0.0767610311560968,0.5,,,LYS,14,,Non-essential,71.2
OPN1SW,0.3401868621003856,779,0.2605042014617612,0.3363178179662021,0.0289862407085244,0.5,,,LYS,10,,Non-essential,86.9
LRFN5,0.3400944203376046,780,0.2268907561118565,0.4997924696116217,0.0205661869365807,0.5,,,LYS,3,,Non-essential,73.9
SLC7A14,0.340051788601597,781,0.1932773107619518,0.4274533056626148,0.1197089988929305,0.5,,,LYS,13,,Non-essential,72.7
MS4A1,0.3399702095796451,782,0.2689075627992374,0.4857989919952564,0.0269176024039221,0.5,,,LYS,7,,Non-essential,70.5
PCDHGA11,0.3399565831055162,783,0.2436974787868088,0.4578713311592054,0.0162897358848647,0.5,,,LYS,2,,Non-essential,75.2
OR52B4,0.3399505259164418,784,0.2605042014617612,0.3521494218796323,0.0569729558753756,0.5,,,LYS,5,,No data,87.5
GRM6,0.3398890034692741,785,0.2605042014617612,0.268900088941595,0.0864146765775739,0.5,,,LYS,15,,Non-essential,85.6
OR11H1,0.3398719213518799,786,0.2605042014617612,0.4453009190631485,0.0174284358690495,0.5,,,LYS,7,,No data,81.3
IL1R1,0.3398555486253306,787,0.2100840334369042,0.4298250815297954,0.0143476198007275,0.5,,,LYS,3,,Non-essential,83.9
CHRM1,0.3398435105799914,788,0.2352941174493327,0.4423954936258523,0.0627044124624387,0.5,,,LYS,18,,Non-essential,74.7
CLCNKB,0.3398245025119125,789,0.252100840124285,0.2700859768751852,0.081910485529021,0.5,,,LYS,12,,Non-essential,87.2
RTN4RL1,0.3396780789888318,790,0.2436974787868088,0.458167803142603,0.0411007433180452,0.5,,,LYS,9,,Non-essential,76.0
SLC6A2,0.3396599977378786,791,0.2436974787868088,0.3193596205158612,0.0623185196900205,0.5,,,LYS,15,,Non-essential,87.2
PCDHB10,0.3396231516603105,792,0.2773109241367135,0.3580195671509042,0.0094575359797564,0.5,,,LYS,1,,Non-essential,81.2
EPHA8,0.3394718817510255,793,0.2689075627992374,0.314260302401423,0.0744646528546575,0.5,,,LYS,10,,Non-essential,80.2
DCC,0.3394516227502495,794,0.2605042014617612,0.4538393121849985,0.0187885497390479,0.5,,,LYS,5,,Non-essential,68.2
CR2,0.3394283290814593,795,0.302521008149142,0.3656685443225614,0.0153218408983077,0.5,,,LYS,4,,Non-essential,74.9
CD1A,0.3393666769927232,796,0.4705882348986654,0.0158316039134301,0.0652664874268543,0.5,,,TYR,4,,Non-essential,88.6
CYSLTR2,0.3393253488204339,797,0.2689075627992374,0.3343611028757782,0.0436311877273446,0.5,,,LYS,16,,Non-essential,84.5
NRP1,0.3392601060742096,798,0.2689075627992374,0.3541061369700563,0.0470599399019452,0.5,,,LYS,9,,Non-essential,79.1
GABRA1,0.3392399910019288,799,0.2184873947743803,0.4515861251111769,0.0170045864304918,0.5,,,LYS,4,,Non-essential,81.7
HRH1,0.3391613159491157,800,0.3193277308240944,0.3189445597391046,0.0937023564763561,0.5,,,LYS,17,,Non-essential,70.0
RNF13,0.3391586644664521,801,0.2941176468116659,0.3997628224132818,0.0188834414043966,0.5,,,LYS,3,,Non-essential,74.4
GPR174,0.3391437283445028,802,0.2773109241367135,0.3234509338867476,0.0481290526648742,0.5,,,LYS,12,,Non-essential,84.1
ACVR1C,0.3391210756746384,803,0.252100840124285,0.3685146753631781,0.0344646528546575,0.5,,,LYS,8,,Non-essential,84.8
UNC5C,0.3390627393599141,804,0.2352941174493327,0.406818855618144,0.0453771943697611,0.5,,,LYS,9,,Non-essential,78.1
EVC2,0.3390611599080148,805,0.2184873947743803,0.3750370589979246,0.1306594970741736,0.5,,,LYS,12,,Non-essential,72.7
MR1,0.3390336707186231,806,0.3361344534990467,0.2568633264156537,0.0181369603036533,0.5,,,LYS,6,,Non-essential,87.5
CD38,0.3390005856530685,807,0.3109243694866181,0.2585235695226801,0.0243238968843903,0.5,,,LYS,9,,Non-essential,90.9
ENPP6,0.3388035076623286,808,0.2436974787868088,0.3516750667061962,0.0152206231219357,0.5,,,LYS,8,,Non-essential,92.4
OR13F1,0.3387446260255078,809,0.2605042014617612,0.2965312777942484,0.0435616005060888,0.5,,,LYS,10,,Non-essential,87.1
BTN3A3,0.3386942663776583,810,0.302521008149142,0.3335902757189445,0.0092297959829195,0.5,,,LYS,4,,Non-essential,82.8
LAMP3,0.3386749587813104,811,0.6386554616481888,0.0838422769048324,0.0042131899414834,0.5,,,LYS,2,,Non-essential,67.7
SLC7A4,0.3386032489229261,812,0.2689075627992374,0.3199525644826563,0.0424292266329274,0.5,,,LYS,12,,Non-essential,80.8
SLC38A11,0.3385635592311419,813,0.2268907561118565,0.2995552920249036,0.0726490589909853,0.5,,,LYS,8,,Non-essential,88.5
TCTN2,0.3384224609348873,814,0.3193277308240944,0.3523273050696709,0.0426253360746481,0.5,,,LYS,8,,Non-essential,74.5
GPR75,0.3382727567939301,815,0.2436974787868088,0.4605395790097835,0.1337023564763561,0.5,,,LYS,23,,Non-essential,63.9
LMAN2L,0.3381172734341233,816,0.3109243694866181,0.3188259709457456,0.0056049343665981,0.5,,,LYS,6,,Non-essential,84.4
GPR149,0.3381074376264475,817,0.2605042014617612,0.4512303587310998,0.1746765775739364,0.5,,,LYS,23,,Non-essential,54.0
IL13RA1,0.3380750089170652,818,0.3109243694866181,0.3371479395197153,0.0090716432073382,0.5,,,LYS,5,,Non-essential,81.6
IGDCC4,0.3380686339572082,819,0.2352941174493327,0.4541950785650755,0.0425304444092993,0.5,,,LYS,4,,Non-essential,70.3
KL,0.338065958840285,820,0.2352941174493327,0.3175214942187963,0.0516906531709631,0.5,,,LYS,8,,Non-essential,89.1
CHRM3,0.338038783984824,821,0.2605042014617612,0.4599466350429884,0.0601170330539301,0.5,,,LYS,17,,Non-essential,66.7
ART1,0.3379441343734002,822,0.2605042014617612,0.3772902460717461,0.0343001739680531,0.5,,,LYS,6,,Non-essential,84.7
CACNG8,0.3377420303922588,823,0.252100840124285,0.5707085680403201,0.0488755337656175,0.5,,,LYS,15,,Non-essential,58.6
MS4A6A,0.3377202859633789,824,0.3445378148365229,0.3617551141417136,0.0066740471295271,0.5,,,LYS,3,,Non-essential,74.5
EFNA2,0.3376826599161294,825,0.5714285709483794,0.0594722798695523,0.0061553060256207,0.5,,,TYR,1,,Non-essential,79.9
THSD7A,0.3376662049365821,826,0.2436974787868088,0.4286391935962051,0.0925699826031946,0.5,,,LYS,10,,Non-essential,67.3
TRABD2B,0.3375762317449811,827,0.2100840334369042,0.4291728431663207,0.1291032737624545,0.5,,,LYS,12,,Non-essential,68.8
GABRG3,0.337483462903287,828,0.3193277308240944,0.3439075007411799,0.0223501502451368,0.5,,,LYS,10,,Non-essential,75.2
IGSF9,0.3373512900773632,829,0.6470588229856649,0.0037355469908093,0.0241973746639253,0.5,,,SER,2,,Non-essential,66.2
TLR1,0.3372665320314474,830,0.3109243694866181,0.2331455677438481,0.0400316305551162,0.5,,,LYS,6,,Non-essential,87.2
SCN7A,0.3372549815528127,831,0.1932773107619518,0.4311295582567447,0.084048711054879,0.5,,,LYS,16,,Non-essential,73.7
ADAM32,0.3371459707870139,832,0.2436974787868088,0.4000592943966795,0.044048711054879,0.5,,,LYS,6,,Non-essential,76.5
NLGN4X,0.3371364912030828,833,0.2268907561118565,0.3815594426326711,0.0865095682429226,0.5,,,LYS,13,,Non-essential,79.1
DAG1,0.3370939678907728,834,0.3193277308240944,0.4161873702935072,0.0346228056302388,0.5,,,LYS,9,,Non-essential,68.2
CDH5,0.337080296679238,835,0.2100840334369042,0.4542543729617551,0.0180420686383046,0.5,,,LYS,7,,Non-essential,77.9
GPR37L1,0.3370259840244353,836,0.2689075627992374,0.4110287577823895,0.0834667088407401,0.5,,,LYS,16,,Non-essential,67.8
ACVR1B,0.3370089999896337,837,0.302521008149142,0.3024607174621997,0.0344330222995413,0.5,,,LYS,1,,Non-essential,83.4
APP,0.3369985441700414,838,0.3193277308240944,0.3782389564186184,0.0550941009014708,0.5,,,LYS,4,,Non-essential,67.4
TNFSF18,0.3369337021965847,839,0.302521008149142,0.3148532463682181,0.0011640044282777,0.5,,,LYS,2,,Non-essential,86.7
SLC6A16,0.3369086617663633,840,0.2100840334369042,0.3642454788022531,0.0871927882334334,0.5,,,LYS,17,,Non-essential,80.0
KCNG4,0.3367854620333641,841,0.2605042014617612,0.2728728135191224,0.1329242448204965,0.5,,,LYS,8,,Non-essential,77.9
OR9A1P,0.336753846576141,842,0.2605042014617612,0.3597983990512896,0.0158405820022141,0.5,,,LYS,5,,No data,88.0
KLRC3,0.3366669422261239,843,0.2605042014617612,0.5001482359916988,0.0015562233117191,0.5,,,LYS,2,,Non-essential,71.0
SLC4A7,0.3366329465981912,844,0.2352941174493327,0.3772902460717461,0.0322568401075438,0.5,,,LYS,9,,Context-dependent,67.5
FZD6,0.336589743449319,845,0.3277310921615705,0.2806403794841387,0.0956444725604934,0.5,,,LYS,11,,Non-essential,72.4
IL1RAPL2,0.3365803052594954,846,0.2689075627992374,0.3983990512896531,0.0113680215087774,0.5,,,LYS,6,,Non-essential,75.2
OR51B5,0.3364993734638162,847,0.2857142854741897,0.2353394604209902,0.0360145500553534,0.5,,,LYS,6,,Non-essential,89.6
SLC15A2,0.3364586442377502,848,0.2773109241367135,0.2379484138748888,0.0857061521429701,0.5,,,LYS,15,,Non-essential,84.1
NCAM2,0.3364213874073464,849,0.2352941174493327,0.4037948413874888,0.003694448837577,0.5,,,LYS,1,,Non-essential,81.4
PTPRO,0.3363839988162649,850,0.302521008149142,0.3354876964126889,0.0212810374822078,0.5,,,LYS,7,,Non-essential,77.4
TAS2R7,0.3363712602048216,851,0.2605042014617612,0.3252297657871331,0.0344962834097738,0.5,,,LYS,8,,Non-essential,84.8
MMP16,0.3363246821071478,852,0.2605042014617612,0.3750963533946042,0.0573968053139332,0.5,,,LYS,10,,Non-essential,76.7
GABRA5,0.3363064076306563,853,0.252100840124285,0.3828639193596205,0.0180420686383046,0.5,,,LYS,4,,Non-essential,81.0
SCN1A,0.3362865806180374,854,0.1932773107619518,0.3983990512896531,0.1589372133480942,0.5,,,LYS,17,,Non-essential,68.5
PCDH8,0.3361709267189179,855,0.252100840124285,0.4684850281648384,0.020243555274395,0.5,,,LYS,6,,Non-essential,69.7
IFNAR1,0.3360896633413982,856,0.3277310921615705,0.3206640972428105,0.0131203542622173,0.5,,,LYS,2,,Non-essential,78.0
HRH3,0.3360726515494238,857,0.2436974787868088,0.389504891787726,0.0617365174758817,0.5,,,LYS,6,,Non-essential,75.6
SLC24A4,0.3360530421625669,858,0.252100840124285,0.3615179365549955,0.104621224102483,0.5,,,LYS,13,,Non-essential,70.8
ATP1B4,0.335887153166198,859,0.2605042014617612,0.32926178476134,0.0545437292424482,0.5,,,LYS,10,,Non-essential,81.8
PCDHB11,0.3358107606492951,860,0.2605042014617612,0.3490068188556181,0.0154167325636564,0.5,,,LYS,6,,Non-essential,82.0
SLC12A2,0.3357933662646714,861,0.2773109241367135,0.3745034094278091,0.035824766724656,0.5,,,LYS,8,,Non-essential,73.1
SLC10A5,0.3357620642046756,862,0.2605042014617612,0.3093981618737029,0.0727819073224735,0.5,,,LYS,5,,Non-essential,80.2
OR7C1,0.3357405411089181,863,0.2773109241367135,0.2298250815297954,0.0832389688439032,0.5,,,LYS,15,,Non-essential,87.6
GSG1,0.3356863862535399,864,0.252100840124285,0.4850281648384227,0.0282777162739206,0.5,,,LYS,6,,Non-essential,70.7
