gene,rank,final_score,tsi_norm,pocket_norm,ldt_norm,ldt_score,n_pockets,n_nucleophiles,top_res_type,uniprot_id,tumor_median_log2,tumor_positive_rate,depmap_score,depmap_label,mean_plddt,plddt_below_70,plddt_below_50,enhanced_score,enhanced_rank,composite_primary,rank_primary,pu_score_v2,pu_score_v2_rank,maxITSI,best_cancer_ind,FC_best,P_tumor_best,pu_score_v3,pu_score_fused,pu_rank_fused,known_target
CATSPERD,675,0.2411869600919542,0.2605042014617612,0.0843080816068322,0.372309516750667,0.006279,43,13,LYS,Q86XM0,-9.966,0.042,-0.1682642995819251,Non-essential,86.2,12.5,6.1,0.3078308701009912,515,0.2970462741813328,500,0.3605474611972311,1459,0.9932,Uveal Melanoma,8.718,0.228,0.1057939687456851,0.28195792880258896,1776,0
KISS1R,401,0.2627391029810607,0.3193277308240944,0.0964542147714692,0.3535724873999407,0.005963,19,11,LYS,Q969F8,-2.932,0.158,-0.0203193457291302,Non-essential,75.3,31.7,21.4,0.3075713813312855,516,0.2973940920698589,492,0.5970180919184507,485,1.1139,Kidney Clear Cell,4.376,0.72,0.7467743962731969,0.8794498381877023,299,0
ANO5,601,0.2456778495266294,0.2100840334369042,0.1327660920449153,0.4060480284613104,0.006848,38,24,LYS,Q75V66,-1.47,0.292,-0.047671763903849,Non-essential,82.0,15.8,7.2,0.3074329418294729,517,0.2990712464317187,472,0.4105422328665551,1221,0.5063,Kidney Chromophobe,2.955,0.938,0.4036004936287446,0.5161812297734627,1197,0
MERTK,339,0.2692357861687532,0.201680672099428,0.1742906848015182,0.4542543729617551,0.007661,27,24,LYS,Q12866,2.428,0.949,-0.0749990106504081,Non-essential,72.2,35.3,26.8,0.3074244996756181,518,0.301139033915694,440,0.3885667797705628,1332,0.4434,AML,2.598,0.965,0.4475866214539426,0.520631067961165,1186,0
EFNA1,367,0.2656894290292526,0.3949579828613799,0.0160619958880278,0.3429587903943077,0.005784,12,3,LYS,P20827,6.412,1.0,-0.0016557509204904,Non-essential,79.1,35.6,15.1,0.3073904905720668,519,0.2931935903664682,554,0.7668499381738083,111,0.3519,Pancreatic,1.99,1.0,0.7363488943124507,0.9494336569579288,126,0
OR1L1,557,0.2495577868549298,0.2605042014617612,0.0752111339554009,0.4093092202786836,0.006903,15,10,LYS,Q8NH94,-9.966,0.0,-0.0009795437330649,Non-essential,81.4,20.0,15.3,0.3073065590701376,520,0.2960671157679076,514,0.1595197378299067,2057,0.0,AML,0.0,0.0,0.1612639300437586,0.1933656957928802,1995,0
ANPEP,809,0.2312970442275958,0.2184873947743803,0.0915325003953819,0.3881411206640972,0.006546,50,16,LYS,P15144,3.205,0.928,-0.0030168115343871,Non-essential,93.1,4.1,2.8,0.3072889934359029,521,0.2968656184556719,502,0.5511592742083223,624,0.5662,Sarcoma,3.525,0.909,0.6775302522438603,0.8240291262135923,436,0
OR2V2,620,0.2443403116906124,0.2605042014617612,0.0491032737624545,0.4180254965905721,0.00705,20,10,LYS,Q96R30,-9.966,0.0,-0.1193322400084621,Non-essential,82.4,15.9,3.5,0.307058663099873,522,0.2945138267879957,538,0.0852462051977988,2170,0.0,AML,0.0,0.0,0.0419747239842767,0.12661812297734631,2160,0
SLC6A9,528,0.25152151838388,0.2857142854741897,0.1434888502293215,0.3139638304180255,0.005295,26,14,LYS,P48067,2.511,0.918,-0.1040675414634899,Non-essential,81.1,22.4,17.7,0.3069631700778031,523,0.2991376125892692,470,0.5929663640040925,496,0.75,Sarcoma,4.455,0.952,0.5342029820846683,0.7682038834951457,574,0
LAMP3,232,0.2818788247131703,0.6386554616481888,0.0042131899414834,0.0838422769048324,0.001414,5,2,LYS,Q9UQV4,1.571,0.732,0.0190790526965127,Non-essential,67.7,53.6,41.8,0.306943278288445,524,0.2921539377855191,567,0.7823779097484099,92,1.3016,Esophageal,6.313,0.989,0.6456148805741251,0.9150485436893204,211,0
SLC6A12,701,0.2397161700801047,0.302521008149142,0.0713522062312193,0.3243403498369404,0.00547,25,18,LYS,P48065,0.03,0.505,-0.0256244608178001,Non-essential,87.5,12.9,10.3,0.3069054918692396,525,0.2954731021808006,523,0.3259238807258648,1607,0.3685,Ovarian,2.264,0.906,0.3197945601120519,0.3810679611650486,1531,0
LPAR2,422,0.2604585468010991,0.3361344534990467,0.0494259054246402,0.3705899792469611,0.00625,13,7,LYS,Q9HBW0,3.903,0.981,,No data,85.6,15.8,6.6,0.3068510298925666,526,0.3093223251637986,334,0.4322428549919807,1117,0.6432,Cholangiocarcinoma,3.638,1.0,0.3916180363905151,0.5303398058252426,1162,0
OR10J4,388,0.2638669351607375,0.2605042014617612,0.060471295271232,0.4717462199822116,0.007956,13,14,LYS,P0C629,-9.966,0.0,,No data,82.7,17.4,3.5,0.3068308493249773,527,0.3098544140885389,330,0.0643962144599781,2225,0.0,AML,0.0,0.0,0.0461329334403435,0.11771844660194175,2182,0
SLC15A5,224,0.2824747484892608,0.2605042014617612,0.1193547366756286,0.4748888230062259,0.008009,25,16,LYS,A6NIM6,-9.966,0.001,,No data,76.3,33.0,14.2,0.30673736043208,528,0.3127050972658614,306,0.1850122039707794,2016,0.0005,Low Grade Glioma,0.258,0.002,0.0690659661400483,0.1670711974110033,2060,0
S1PR3,457,0.2569472150671543,0.252100840124285,0.0495587537561284,0.4707975096353393,0.00794,16,9,LYS,Q99500,2.311,0.909,-0.0261363219821933,Non-essential,79.3,26.7,17.7,0.3066243598913667,529,0.294102297579173,546,0.4635613675052883,985,0.6081,Sarcoma,3.481,0.988,0.622039665032483,0.7168284789644013,701,0
OR2L8,570,0.2484287729663216,0.2605042014617612,0.0199209236122093,0.4608360509931811,0.007772,14,6,LYS,Q8NGY9,-9.966,0.0,,No data,91.0,4.8,1.9,0.306565714162964,530,0.3075617603435744,363,0.0643076695450518,2226,0.3849,AML,6.658,0.058,0.036607555818955,0.10194174757281549,2221,0
OR1F1,712,0.238814718534478,0.2605042014617612,0.0444409299383204,0.4042691965609249,0.006818,16,4,LYS,O43749,-9.966,0.011,0.0218196652737747,Non-essential,85.9,11.9,2.2,0.3064540021364277,531,0.2936760486333438,550,0.1067192322104512,2138,0.098,Uterine,4.954,0.04,0.0252915291837385,0.08940129449838186,2252,0
SLC36A1,670,0.241443180529447,0.2605042014617612,0.0926332437134271,0.3648384227690482,0.006153,17,12,LYS,Q7Z2H8,1.911,0.937,-0.0286261155346715,Non-essential,84.9,14.1,12.0,0.3064443871322352,532,0.2960760493179066,513,0.2193153106216689,1935,0.3223,AML,1.823,1.0,0.2072967099611818,0.23422330097087374,1894,0
CX3CR1,533,0.2513071633692575,0.3193277308240944,0.0094891665348726,0.40243107026386,0.006787,15,2,LYS,P49238,-0.028,0.497,0.0802737583714241,Non-essential,80.5,23.4,10.7,0.3063447649881162,533,0.2918192233148597,570,0.4518713311342636,1033,1.1003,AML,6.243,0.965,0.3659223305197688,0.5271035598705502,1170,0
GLRA2,591,0.2463988571005036,0.2605042014617612,0.0030744899572987,0.4709160984286984,0.007942,16,2,LYS,P23416,-9.966,0.04,0.0945735797962273,Non-essential,83.8,18.4,12.2,0.3062741176081157,534,0.2914278421059806,573,0.1083786215890281,2134,0.1297,Melanoma,3.459,0.075,0.0460001399290048,0.13754045307443363,2133,0
THY1,504,0.2531904398127375,0.4117647055363322,0.003694448837577,0.2912540764897717,0.004912,3,4,LYS,P04216,6.036,1.0,-0.0010265484219543,Non-essential,82.7,26.7,2.5,0.3061547782695534,535,0.2913395007114323,576,0.8243101473789567,48,1.2325,Sarcoma,6.972,1.0,0.7253198543223932,0.9550970873786407,112,0
SLC39A6,181,0.290025217242801,0.3613445375114751,0.0663988613000158,0.4185591461606878,0.007059,24,12,LYS,Q13433,5.024,0.999,0.0027151181626495,Non-essential,60.4,56.6,46.1,0.3061100899941922,536,0.2944300330591929,540,0.5391094141918374,665,0.6247,Cholangiocarcinoma,3.534,1.0,0.5596362541401643,0.7520226537216829,614,0
SDC1,101,0.3131497199132151,0.7815126043852836,0.0018155938636723,0.0,0.0,2,0,,P18827,6.443,0.972,-0.2234576785703907,Non-essential,55.2,82.9,48.4,0.3060833100007673,537,0.2911740896939509,579,0.7219293637410644,179,1.2806,Sarcoma,7.361,0.984,0.855159321206865,0.9656148867313916,86,0
S1PR2,567,0.2487076848314005,0.2857142854741897,0.0677589751700142,0.3803142603024014,0.006414,17,10,LYS,O95136,1.82,0.945,0.0815269505300411,Non-essential,82.6,21.0,13.3,0.3060183087840703,538,0.294406257542571,542,0.3492242829089996,1512,0.8533,Sarcoma,4.866,0.992,0.3804173816959064,0.4372977346278317,1392,0
MUC13,222,0.2829720327145749,0.3193277308240944,0.1513269017871263,0.3661428994959976,0.006175,10,29,LYS,Q9H3R2,-2.932,0.295,0.1050141172133647,Non-essential,67.1,50.2,33.2,0.305932156109214,539,0.2984985011985703,477,0.8502938713531577,32,2.0502,Stomach,6.579,0.985,0.8349861077614675,0.9834142394822006,42,0
GRM3,695,0.2398738240216503,0.2436974787868088,0.0444092993832041,0.430240142306552,0.007256,44,10,LYS,Q14832,-5.574,0.074,0.0141484853608516,Non-essential,85.3,13.2,6.4,0.3057564779978221,540,0.2929769429669823,557,0.1298151892035068,2097,0.0151,Cholangiocarcinoma,1.214,0.028,0.1547033740321629,0.18648867313915862,2012,0
TLR6,744,0.2363409323444541,0.2689075627992374,0.0503684959671042,0.378891194782093,0.00639,50,9,LYS,Q9Y2C9,-0.783,0.309,0.0339811885201554,Non-essential,85.8,10.7,5.0,0.3057325696670324,541,0.2932509944653876,552,0.2307196367313581,1905,0.2776,AML,1.614,0.942,0.2548647478652504,0.27103559870550165,1803,0
SLC34A1,402,0.2626441024437939,0.302521008149142,0.0418788549739047,0.430240142306552,0.007256,27,10,LYS,Q06495,-5.574,0.033,-0.0046164534322411,Non-essential,72.1,33.2,23.8,0.3057121021723139,542,0.2928060449210091,561,0.2448317039958113,1867,0.0607,Uterine Carcinosarcoma,3.459,0.035,0.0906719748117636,0.20064724919093846,1977,0
TIE1,600,0.245679258696295,0.1932773107619518,0.1635995571722283,0.3976282241328194,0.006706,45,18,LYS,P35590,2.755,0.975,-0.1741876896053633,Non-essential,80.8,17.3,8.8,0.3056540040929451,543,0.2988339819515564,474,0.539069867774966,666,0.6768,AML,4.246,0.902,0.8566262152040011,0.8701456310679612,322,0
SCN4A,405,0.2623412289605194,0.2352941174493327,0.1515546417839633,0.4091906314853246,0.006901,109,20,LYS,P35499,-3.626,0.114,0.0353982004944057,Non-essential,72.4,32.0,18.0,0.3055392594245884,544,0.2981169915137865,481,0.4264998987825124,1145,0.1849,Kidney Clear Cell,2.047,0.452,0.4763407599696402,0.584546925566343,1028,0
OR1L8,798,0.232222648838852,0.2605042014617612,0.045117823817808,0.3816187370293507,0.006436,15,8,LYS,Q8NGR8,-5.012,0.005,0.0151331478936759,Non-essential,86.5,7.4,2.6,0.3054606107234061,545,0.2927165019142965,562,0.1465667133557976,2077,0.5017,Kidney Chromophobe,4.358,0.431,0.2175843802995308,0.21561488673139162,1940,0
LRRC25,267,0.2771901591965444,0.3361344534990467,0.0081923137751067,0.4675956122146457,0.007886,9,2,LYS,Q8N386,1.465,0.84,0.0205404146923876,Non-essential,70.3,46.2,28.9,0.3053940402221045,546,0.2908036559108597,586,0.4900026441518729,872,0.7818,Glioblastoma,4.536,0.975,0.6468539800085803,0.7580906148867314,599,0
SCN10A,312,0.2720434807337047,0.2605042014617612,0.1235995571722283,0.4358731099911058,0.007351,115,11,LYS,Q9Y5Y9,-9.966,0.0,-0.0012681093291684,Non-essential,67.3,40.8,25.0,0.30524463730245,547,0.2964246151610614,511,0.1540357720930091,2067,0.0,AML,0.0,0.0,0.0600946915389509,0.15372168284789645,2093,0
FGFRL1,316,0.2715876935307258,0.2605042014617612,0.0664621224102482,0.4914912540764897,0.008289,13,11,LYS,Q8N441,3.756,0.973,0.02655082346939,Non-essential,71.3,40.5,25.4,0.3051648146333009,548,0.2934879207538133,551,0.4364047066977405,1108,0.3235,AML,1.841,0.994,0.3057833629209405,0.4716828478964401,1307,0
ATRNL1,593,0.2461089080651043,0.2436974787868088,0.1050387474300174,0.3903943077379187,0.006584,50,15,LYS,Q5VV63,-1.47,0.312,0.1701620262973495,Non-essential,80.5,19.0,10.3,0.3051523813673671,549,0.2954043187388679,524,0.4668653356754579,959,0.2974,Melanoma,3.025,0.53,0.5684953134750177,0.691747572815534,763,0
KCNA3,328,0.2704317851827104,0.2689075627992374,0.110580420686383,0.4323154461903349,0.007291,17,11,LYS,P22001,-2.178,0.158,-0.1617573930150826,Non-essential,72.0,39.7,34.1,0.3051416136989126,550,0.2956706347332317,521,0.5536819096822287,611,1.4095,AML,7.4,0.873,0.7050164430181604,0.8381877022653722,401,0
FPR2,665,0.2417344548990057,0.2605042014617612,0.0165807369919342,0.4418618440557367,0.007452,15,6,LYS,P25090,-2.178,0.178,0.0529505968000809,Non-essential,84.8,15.7,12.0,0.3050871157735341,551,0.2909161526231308,583,0.229989406572864,1908,0.2726,Glioblastoma,3.157,0.44,0.3144732191410898,0.3118932038834952,1702,0
GABRQ,268,0.2771480401546373,0.3277310921615705,0.039772260003163,0.4470797509635339,0.00754,23,6,LYS,Q9UN88,-3.626,0.192,0.0523891724222879,Non-essential,66.4,46.4,38.0,0.3050188849982239,552,0.292007497998382,569,0.5077241400103979,794,1.4409,Lung Squamous,9.716,0.445,0.6117888663084385,0.7536407766990292,610,0
CEACAM6,753,0.2358065014962236,0.5882352936233318,0.0012335916495334,0.0004743551734361,8e-06,5,1,TYR,P40199,1.148,0.563,-0.2329285364794533,Non-essential,88.2,16.3,12.2,0.3050093394739085,553,0.2900710190563851,593,0.7535499707468147,128,2.1227,Stomach,9.107,0.961,0.8338591880815375,0.9696601941747572,76,0
ADAM7,436,0.2590291853263572,0.2605042014617612,0.0489704254309663,0.4671212570412095,0.007878,40,8,LYS,Q9H2U9,-9.966,0.014,0.0037602161024491,Non-essential,74.9,30.2,21.0,0.3049993911296603,554,0.2924479124012087,564,0.3034599732910299,1678,0.9185,Prostate,7.331,0.177,0.1479602898306788,0.25647249190938515,1839,0
PLXNB2,708,0.2391063974491353,0.2941176468116659,0.0543159892456112,0.3505484731692854,0.005912,108,9,LYS,O15031,6.736,1.0,0.098413570252795,Non-essential,82.5,14.2,4.4,0.3049572919878072,555,0.2926730914500878,563,0.6769437568868831,274,0.6856,Sarcoma,3.878,1.0,0.6024444312515896,0.8531553398058253,364,0
DISP2,330,0.2701728610458664,0.3109243694866181,0.1068227107385734,0.3791876667654906,0.006395,61,11,LYS,A7MBM2,0.023,0.505,-0.0606914604098341,Non-essential,67.5,40.4,34.5,0.3049261236963323,556,0.295267259233261,529,0.5526962058403112,617,1.2231,Pheochromocytoma,6.737,0.994,0.3750662839587919,0.6302588996763754,915,0
IL1R2,606,0.2453510768661251,0.2352941174493327,0.0107227581844061,0.4933886747702342,0.008321,12,3,LYS,P27930,0.986,0.663,0.0260914697992076,Non-essential,83.8,18.6,11.1,0.3047807993459265,557,0.2903169372551468,591,0.4165146535816986,1194,0.6887,Pancreatic,3.946,0.972,0.5517067574779679,0.6286407766990292,919,0
OR9A2,740,0.2367087284172213,0.2605042014617612,0.0648742685434129,0.3768158908983101,0.006355,20,13,LYS,Q8NGT5,-9.966,0.0,-0.0514540834696508,Non-essential,85.3,11.9,2.3,0.3046990103720471,558,0.2929427237992178,558,0.0443199129266023,2309,0.0,AML,0.0,0.006,0.037331478287471,0.08616504854368934,2260,0
ITGB6,736,0.2369165734964534,0.4621848735611892,0.0680499762770836,0.1054254372961755,0.001778,26,14,LYS,P18564,2.833,0.786,-0.0270743238056268,Non-essential,82.9,15.6,5.2,0.304533559139731,559,0.2929360579535852,559,0.820952401708184,51,1.0046,Cervical,5.504,0.983,0.71405667242053,0.9514563106796117,121,1
OR10X1,487,0.2542594609721567,0.2605042014617612,0.0404238494385576,0.4597687518529498,0.007754,15,6,LYS,Q8NGY0,-9.966,0.0,,No data,86.8,12.0,7.4,0.3042246208344932,560,0.3062458133064211,380,0.0273568637554612,2444,0.0,AML,0.0,0.0,0.0169705479523702,0.0020226537216828655,2468,0
SLC43A3,673,0.241341063680788,0.2352941174493327,0.0426569666297643,0.4480877557070856,0.007557,26,6,LYS,Q8NBI5,4.515,0.997,-0.0612087395779965,Non-essential,82.7,15.9,11.4,0.3041391216914789,561,0.2912719700229671,578,0.4372218970753313,1101,0.5708,Glioblastoma,3.229,1.0,0.3080167936294679,0.4761326860841424,1296,0
CD300LD,438,0.2588166521901154,0.2605042014617612,0.0013601138699984,0.5140231248147049,0.008669,4,2,LYS,Q6UXZ3,-9.966,0.002,0.0892809061981926,Non-essential,80.4,30.9,15.5,0.3041222801827922,562,0.2891902858762921,612,0.2210815979264769,1929,0.8117,Mesothelioma,6.658,0.172,0.0828150211604568,0.18810679611650483,2008,0
OR4C3,849,0.2265103922706941,0.2605042014617612,0.0149296220148663,0.3927660836050992,0.006624,21,4,LYS,Q8NH37,-9.966,0.0,-0.0605669746368184,Non-essential,89.8,4.0,1.0,0.3041003969166078,563,0.2898468780173511,597,0.0251463507230205,2472,0.0,AML,0.0,0.0,0.0232175932841359,0.005258899676375384,2460,0
OR2T11,622,0.2442059250619818,0.2605042014617612,0.021439190257789,0.445241624666469,0.007509,12,9,LYS,Q8NH01,-9.966,0.0,,No data,88.6,3.8,1.3,0.3040466742426809,564,0.3051186337555703,395,0.0373968526502014,2386,0.0,AML,0.0,0.0,0.0278730412975733,0.03357605177993528,2390,0
CLDN1,730,0.2375994807789602,0.5882352936233318,0.0035932310612051,0.0040913133708864,6.9e-05,3,2,SER,O95832,4.328,0.86,0.0282073965553469,Non-essential,84.7,19.0,3.3,0.303803488876189,565,0.2889831504292492,617,0.8467162039930054,34,1.1921,Cervical,6.689,0.976,0.7965646663523847,0.9777508090614887,56,0
OR1J4,795,0.232499524882195,0.2605042014617612,0.0392218883441404,0.3884375926474948,0.006551,21,7,LYS,Q8NGS1,-9.966,0.001,-0.0342044354544892,Non-essential,87.4,9.3,3.5,0.3037913407595252,566,0.2907524351767322,587,0.0661172937273348,2214,0.0321,Stomach,4.392,0.007,0.0347582344780956,0.10032362459546929,2225,0
TMEM63A,397,0.2629924073325473,0.2100840334369042,0.0727819073224735,0.5237474058701452,0.008833,50,15,LYS,O94886,4.391,0.996,-0.0854446265833999,Non-essential,74.1,34.0,18.5,0.3036617400010711,567,0.2923008353671948,566,0.5330735836390822,691,0.2912,AML,1.647,1.0,0.6504640508031704,0.7953074433656958,507,0
HTR1F,681,0.2407710482066348,0.2605042014617612,0.0567135853234224,0.3985176400830121,0.006721,17,8,LYS,P30939,-4.035,0.027,-0.0103258172467667,Non-essential,83.4,16.4,6.8,0.3035842768632251,568,0.2914199561293962,574,0.2799139450542487,1756,0.9339,AML,5.927,0.59,0.2616241781949988,0.3042071197411004,1721,0
HTR1A,485,0.2543168528467425,0.2605042014617612,0.1130729084295429,0.387310999110584,0.006532,15,8,LYS,P08908,-9.966,0.02,-0.0121029210227213,Non-essential,77.8,27.7,22.7,0.3035724473966482,569,0.2942260928181253,545,0.3173849041789455,1635,0.2882,Low Grade Glioma,1.543,0.323,0.2417323657405681,0.316747572815534,1690,0
IGSF9,357,0.2672034056906863,0.6470588229856649,0.0241973746639253,0.0037355469908093,6.3e-05,24,2,SER,Q9P2J2,2.484,0.736,-0.0026048116280658,Non-essential,66.2,45.0,39.3,0.3034538184586663,570,0.2896636871918626,600,0.6842638487227249,256,1.3203,Esophageal,6.77,0.994,0.2706560418925347,0.6359223300970873,901,0
CSPG4,527,0.2515249549457204,0.1932773107619518,0.1269334176814803,0.4537800177883189,0.007653,108,8,LYS,Q6UVK1,1.926,0.869,-0.1425826309745821,Non-essential,74.8,24.4,9.2,0.3034254176341329,571,0.2947720885182069,535,0.6355098860297117,381,0.6346,Melanoma,3.566,0.991,0.7129957569174913,0.8875404530744336,279,0
SLC26A5,698,0.2397400004685607,0.252100840124285,0.0462185671358532,0.4167803142603023,0.007029,37,9,LYS,P58743,-4.608,0.026,-0.0604562307196051,Non-essential,83.7,15.6,7.9,0.3033850143925386,572,0.2906959427493313,589,0.1280007645897054,2101,0.0114,Esophageal,1.156,0.039,0.1264458820918031,0.17435275080906154,2042,0
NEO1,380,0.2646318434234004,0.302521008149142,0.1102894195793136,0.3684553809664986,0.006214,34,15,LYS,Q92859,4.345,0.992,-0.0480613941455584,Non-essential,68.0,37.2,28.9,0.3033685529886527,573,0.2938830239676184,547,0.44526403831451,1062,0.5953,Cholangiocarcinoma,3.367,1.0,0.3026884581692021,0.47896440129449835,1289,0
SLC44A3,689,0.2403793013305323,0.3865546215239037,0.0504001265222204,0.2354580492143492,0.003971,31,6,LYS,Q8N4M1,3.077,0.955,-0.221446233982475,Non-essential,81.3,18.4,6.1,0.3033586614675087,574,0.2908786677936197,584,0.6807794554500668,261,0.9892,Cholangiocarcinoma,5.479,0.972,0.7412554157991228,0.9243527508090614,188,0
OR51B6,857,0.2257137473413989,0.2605042014617612,0.0518235015024513,0.3532167210198635,0.005957,14,4,LYS,Q9H340,-9.966,0.0,-0.0355800791505921,Non-essential,89.6,4.2,2.9,0.3032365261421951,575,0.2908277012173176,585,0.0500768541434435,2277,-0.0,AML,-3.956,0.0,0.0225631632530875,0.04085760517799353,2372,0
SLC8A1,462,0.2564411795914296,0.2436974787868088,0.1830017396805314,0.3468722205751556,0.00585,41,16,LYS,P32418,0.228,0.542,0.050136350816403,Non-essential,74.7,29.6,19.3,0.3031626076393048,576,0.2973126946233314,495,0.4660889952537884,965,0.5077,Sarcoma,3.957,0.714,0.4081166567328551,0.5784789644012944,1043,0
OR1J2,814,0.230878416827183,0.2605042014617612,0.035597026727819,0.3866587607471093,0.006521,16,5,LYS,Q8NGS2,-9.966,0.0,0.102888024001296,Non-essential,88.2,8.6,2.9,0.3031404173803484,577,0.2899202687167395,596,0.044356664070815,2308,0.0,AML,0.0,0.006,0.0249763717886219,0.04126213592233008,2371,0
TAAR2,790,0.2330175056524492,0.2605042014617612,0.0280816068321999,0.4013044767269492,0.006768,17,6,LYS,Q9P1P5,-9.966,0.0,-0.0095558901787681,Non-essential,88.2,10.5,5.1,0.3030229914014037,578,0.2894270717430137,608,0.0265996302632571,2455,0.0,AML,0.0,0.0,0.0247519251350662,0.008495145631068013,2452,0
OR4X2,566,0.2487312368440261,0.2605042014617612,0.1081511940534556,0.3736139934776163,0.006301,12,11,LYS,Q8NGF9,-9.966,0.0,,No data,85.0,8.6,0.3,0.3030177673943843,579,0.3084253270970571,347,0.049740401183882,2279,0.0,AML,0.0,0.0,0.0307904540430485,0.07160194174757284,2296,0
INSR,530,0.2514533549152711,0.2605042014617612,0.0868068954610153,0.4040320189742069,0.006814,55,11,LYS,P06213,3.383,0.994,-0.057665725220476,Non-essential,77.6,25.9,16.4,0.3029861991204219,580,0.2923265438934727,565,0.5035756003596449,807,0.8721,AML,4.934,1.0,0.4079758293020659,0.61084142394822,963,0
ALK,319,0.2711192415397521,0.2605042014617612,0.1933322789814961,0.3630595908686628,0.006123,77,22,LYS,Q9UM73,-3.308,0.132,-0.0840281647441892,Non-essential,68.2,42.4,27.1,0.3028744379741561,581,0.2975410519232309,490,0.4826198971496733,894,0.8528,Uveal Melanoma,4.583,0.671,0.5003324857821122,0.6589805825242718,844,0
CLEC1B,743,0.2363495450369447,0.2605042014617612,0.0052127154831567,0.4352801660243107,0.007341,9,5,LYS,Q9P126,-5.012,0.012,0.1067835304165064,Non-essential,88.2,13.5,4.8,0.3027996908884833,582,0.2880603266626411,628,0.3829892418641503,1356,2.894,AML,8.281,0.988,0.1678215621204863,0.3365695792880259,1641,0
IL3RA,610,0.2451126069082728,0.2436974787868088,0.0153851020085402,0.4767269493032908,0.00804,7,3,LYS,P26951,2.039,0.956,0.130637332986914,Non-essential,85.3,20.6,8.7,0.3027221304033408,583,0.2884913855037678,621,0.2502949833647032,1847,1.0328,AML,5.751,1.0,0.1917638880321857,0.24555016181229772,1866,0
IL17RE,363,0.2662787452477044,0.2689075627992374,0.022381780800253,0.5066706196264453,0.008545,48,5,LYS,Q8NFR9,2.414,0.864,-0.0197603535237699,Non-essential,68.6,38.7,29.1,0.3026807470864077,584,0.2887998361264203,618,0.3297571346106345,1592,0.5045,Cholangiocarcinoma,2.936,0.972,0.2025194454003245,0.30339805825242716,1723,0
OR4F4,664,0.2418122660645917,0.2605042014617612,0.0168401075438873,0.4418618440557367,0.007452,11,4,LYS,Q96R69,-9.966,0.0,,No data,91.1,3.3,0.7,0.3025519584115224,585,0.3033939637887168,415,0.0256425961577716,2471,0.0,AML,0.0,0.0,0.0186643048044243,0.0,2473,0
GPR141,661,0.2419867347812479,0.3109243694866181,0.0458959354736675,0.3461606878150015,0.005838,17,10,LYS,Q7Z602,-1.086,0.288,0.178818354221575,Non-essential,81.6,19.3,4.3,0.3025376851424836,586,0.2898324819161669,598,0.5764699796397703,547,1.6057,AML,7.532,0.977,0.6996720929298866,0.8454692556634305,383,0
SLC5A7,752,0.2358429355156273,0.2268907561118565,0.0418788549739047,0.4417432552623777,0.00745,26,11,LYS,Q9GZV3,-9.966,0.034,0.0113444597450108,Non-essential,84.3,12.9,8.8,0.3024172921982204,587,0.2895112349469156,604,0.1014166336888869,2146,0.0598,Testicular,0.632,0.299,0.1481797503391155,0.17516181229773464,2040,0
F2RL1,714,0.2386354275523542,0.5630252096109033,0.0422014866360904,0.002549659057219,4.3e-05,16,3,SER,P55085,3.075,0.873,0.0557583971288586,Non-essential,82.1,20.9,13.1,0.3023466097871435,588,0.289456684118948,606,0.6837714400080489,257,1.2371,Esophageal,6.814,0.994,0.5932801026906601,0.8519417475728155,367,0
UNC5B,542,0.2504379054934846,0.3613445375114751,0.0300237229163371,0.3229765787133115,0.005447,29,7,LYS,Q8IZJ1,3.089,0.956,-0.1167845083191654,Non-essential,76.6,27.5,22.2,0.3022206635364284,589,0.2887218496822453,619,0.4924439516819873,861,0.7997,Sarcoma,4.542,0.98,0.4292500421730568,0.6124595469255664,959,0
SLC16A4,645,0.243202817754435,0.2773109241367135,0.098206547524909,0.3427216128075896,0.00578,14,13,LYS,O15374,1.524,0.751,-0.1409284998452163,Non-essential,79.7,20.1,17.0,0.3021908635309743,590,0.2921011909072198,568,0.5525059854832635,618,0.7533,Pancreatic,4.517,0.944,0.6899508278357506,0.8296925566343042,422,0
CXCR4,672,0.2413602431440067,0.4201680668738084,0.064292266329274,0.1800177883190038,0.003036,12,8,LYS,P61073,5.168,0.999,0.0365579987655126,Non-essential,82.3,21.0,12.8,0.3021363370679024,591,0.2903509503843661,590,0.8745971739856063,21,0.9573,AML,5.416,1.0,0.8314835909112578,0.9846278317152104,39,1
GPR151,473,0.2554623817674368,0.2605042014617612,0.0506594970741736,0.4535428402016009,0.007649,15,4,LYS,Q8TDV0,-9.966,0.001,-0.0324808351228626,Non-essential,78.1,30.1,20.3,0.30212705483056,592,0.2896600296842687,601,0.1252578728420004,2106,0.0098,Testicular,0.718,0.014,0.1051906907458259,0.16585760517799353,2063,0
PROCR,671,0.2414386961738418,0.2605042014617612,0.060243555274395,0.3972131633560628,0.006699,6,6,LYS,Q9UNN8,3.584,0.988,-0.0776143565073288,Non-essential,86.5,18.5,11.8,0.3020406501692309,593,0.2900528279329506,594,0.3995946166986651,1271,0.671,Mesothelioma,3.796,1.0,0.6393385743799892,0.6662621359223301,826,0
ANO2,453,0.2576982934329051,0.2184873947743803,0.2015941799778586,0.3660836050993181,0.006174,43,20,LYS,Q9NQ90,-1.149,0.236,-0.0698346559787963,Non-essential,73.6,31.4,18.9,0.3019900344403273,594,0.2970697434392202,499,0.3821172691285306,1361,0.1449,Kidney Clear Cell,1.19,0.667,0.3681737820661979,0.4546925566343042,1349,0
